feature,resolved_train_feature,resolved_monitor_feature,n_baseline,n_monitor,center_mean,sigma_train,normal_p01,normal_p99,n_beyond_3sigma,n_ewma_alarm,n_cusum_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,normal_mean,normal_std,normal_median,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,mean_tp_missing_rate,mean_fp_missing_rate,mean_tn_missing_rate,mean_missing_tp_tn_gap,mean_missing_tp_fp_gap,overall_missing_rate,has_interaction_support_y,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
21,21,21,1170,313,-5639.654487179487,596.4878278163402,-1.582587425031982,4.036777406865437,5,12,38,4,8,primary_anchor,raw_feature,0.5002060446544758,primary_anchor,monitor_first,high,2.2500817798960253,0.1136723676462813,0.0426325632706187,0.0701643983274402,1.0,5.0,0.6891301727174828,0.5708388754626619,0.3253697383390216,0.3882204658087488,0.0704449871116537,0.0711001718012216,0.012631673427609,0,weak,0,0,7.476190476190476,21(high) AND 38(high),-0.023718833895531,0.9367010619217198,0.1457148728810387,-1.3558447784748269,-0.5500615396834487,0.1457148728810387,0.4103781227851039,0.844646734028585,0.0,4,10,0.530319598274079,0.7702533577533577,0.4294032001926739,0.403392271340603,0.0704449871116537,0.0711001718012216,0.012631673427609,0.9,high,5.0,5.0,0.530319598274079,0.530319598274079,supervised,RFERF,2.6663273077136624,0.1767556956213418,0.743381522859546,0.2172202302091178,0.9283749030283776,0.4299982714510618,1,1,1,1,C008,1.0,0.9,0.2559857663006533,-0.0258746783810825,0.4299982714510618,0.6183112920836581,0.0,0.9283749030283776,8.0,0.875,0.898050092807155,0.875,0.8966464304343951,1.0,0.8818027210884354,0.962637109752207,high,high,10,6,1,0,3,0.6,0,0.5002060446544758,1,4.0,primary_anchor,1463,104,0.4054892965311433,0.2739049715678064,0.0,0.0038856725603713,0.0027352649030845,-0.0027352649030845,-0.0038856725603713,0.0031847133757961,0.0,C008,1.0,Tier_A,1
