artifact_key,feature_set,category,model,balance_method,rank,feature,mean_positive_shap,mean_negative_shap_abs,mean_shap,mean_abs_shap,positive_push_rate,negative_push_rate,group_name,n_group_rows_total,n_explained_rows,source_train_csv,source_label_csv,group_source,threshold
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,1,59,1.3931820171248188,0.15978237222966155,1.2333996448951572,1.5529643893544802,0.6164383561643836,0.3835616438356164,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,2,333,0.7209398730857604,0.08093802700131847,0.6400018460844423,0.8018779000870784,0.5342465753424658,0.4657534246575342,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,3,56,0.42728863950888335,0.21392606672770043,0.21336257278118287,0.6412147062365838,0.7397260273972602,0.2602739726027397,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,4,200,0.4248658965144018,0.10589814631575753,0.3189677501986444,0.5307640428301592,0.6027397260273972,0.3972602739726027,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,5,122,0.41662995737581027,0.10516010670847314,0.311469850667337,0.5217900640842834,0.684931506849315,0.3150684931506849,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,6,129,0.382952302147598,0.09718160845551907,0.28577069369207886,0.4801339106031169,0.7945205479452054,0.2054794520547945,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,7,64,0.36776721898793585,0.24975888615209224,0.11800833283584367,0.6175261051400285,0.4657534246575342,0.5342465753424658,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,8,477,0.34069199927269345,0.03381142055843353,0.30688057871426005,0.37450341983112684,0.4657534246575342,0.5342465753424658,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,9,280,0.32724388839043844,0.03096003841755002,0.2962838499728884,0.3582039268079884,0.8356164383561644,0.1643835616438356,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,10,486,0.30519512655108155,0.12321541235823145,0.18197971419284986,0.42841053890931285,0.5616438356164384,0.4383561643835616,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,11,337,0.2982107423051318,0.15265642892773645,0.14555431337739533,0.4508671712328683,0.410958904109589,0.589041095890411,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
RFEXGB_LR_SMOTE,RFEXGB,supervised,LR,SMOTE,12,132,0.2570730729943861,0.3204309260892544,-0.06335785309486822,0.5775039990836405,0.5068493150684932,0.4931506849315068,FP,73,73,data/processed\X_train_rfexgb.csv,data/processed\y_train.csv,train_oof,0.5483517567913296
