artifact_key,feature_set,category,model,balance_method,feature,tp_n,fp_n,tn_n,fn_n,tp_mean,fp_mean,tn_mean,fn_mean,tp_median,fp_median,tn_median,fn_median,tp_vs_tn_smd,tp_vs_fp_smd,fp_vs_tn_smd,monitor_direction,suggested_threshold,tp_trigger_rate,fp_trigger_rate,tn_trigger_rate,group_source,threshold
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,0,28,118,1052,55,-0.20291480526582412,-0.13878214790967128,0.02393857358237842,-0.07638384040470132,-0.4326861640297522,-0.17041991173858256,-0.0070540629831626,-0.3239758014388348,-0.2308631409877418,-0.06239665280940973,-0.16546686680514375,low,-2.1450085110115897,0.0,0.03389830508474576,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,2,28,118,1052,55,0.05827645171651149,0.058884956326226576,-0.004675827589095169,-0.0567195947725052,-0.04537665631282049,-0.1095710732053563,0.0556079187661692,-0.1474863230141916,0.06275562248127098,-0.0006472770653839457,0.0638058252450371,low,-2.5553411916221265,0.0,0.0,0.013307984790874524,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,8,28,118,1052,55,-0.02194356859183647,0.18223254318134013,-0.02421252547912649,0.06139892636033886,-0.1397433135704657,0.13591292745139455,-0.0327317998568184,0.1054349646848503,0.0022492426237396552,-0.2203684683859776,0.20378786989976852,low,-2.3379765374284163,0.0,0.0,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,9,28,118,1052,55,0.005897130495763978,-0.008485213787611122,0.0057368415720144735,-0.09906189589156368,-0.01912990933401575,-0.1050718196928829,-0.0257408255154671,-0.1513482329630422,0.00015953798757339596,0.015003314229284399,-0.01406823661157235,high,2.776494325478116,0.0,0.00847457627118644,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,14,28,118,1052,55,-0.5217177757730073,-0.36303431577971057,0.06528118030605257,-0.18763964706417396,-0.6235448773769244,-0.4561487319602494,0.0227329823798497,-0.143415557286798,-0.5986053547948003,-0.15092724624838516,-0.43349677934504716,low,-2.0731463157050394,0.03571428571428571,0.05084745762711865,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,15,28,118,1052,55,0.03514015785933816,0.1329135641596402,-0.013394647851944701,-0.04639306719634374,0.02070174874056405,-0.08656087256063055,-0.053697884292029346,-0.0576886182044268,0.05918555892403617,-0.05137364849245826,0.14230743454687067,high,0.9808155153471064,0.0,0.025423728813559324,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,18,28,118,1052,55,0.26883052949578573,-0.13926101844165498,0.01331877429201952,-0.09331325835288641,0.2829348209400435,-0.2136420301019529,-0.1358473588533764,-0.1959886239340052,0.2541650086381368,0.44413841031504675,-0.15280333817542072,high,2.248267210885488,0.03571428571428571,0.0,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,19,28,118,1052,55,0.1004136468339338,0.11665440117765935,-0.022466701960328413,0.12998477794603489,-0.0190203213357744,0.07871143256901,0.0661008836780716,0.0865930256258477,0.11548452596620899,-0.04373405404709616,0.13525149174929105,low,-1.878025403675156,0.0,0.0,0.011406844106463879,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,21,28,118,1052,55,0.8778910574048655,0.36275558468887487,-0.0732333657545848,0.17753470325156676,0.327744813016249,0.21257093973459912,0.13467080284033256,0.2273621049676877,1.0693108431585523,0.3088096334680499,0.4676583173467479,high,1.6507060745709814,0.10714285714285714,0.06779661016949153,0.010456273764258554,train_oof,0.1905491962006118
RFEXGB_LR_NoResample,RFEXGB,supervised,LR,NoResample,24,28,118,1052,55,0.03127803211658549,-0.0026430512375710856,0.006048389687368925,-0.12071705859740557,0.1260232305935013,0.10205369663053696,0.07859145439165649,0.1302929359378741,0.02461414632719331,0.041091836327789545,-0.008548332398720012,high,3.2229842495222782,0.0,0.0,0.010456273764258554,train_oof,0.1905491962006118
