feature,n_models,mean_pos_mean,mean_neg_mean,mean_pos_median,mean_neg_median,mean_mean_gap,mean_median_gap,mean_p95_gap,mean_ks_stat,max_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score
120,1,-0.05716481175433109,0.004055281517614007,-0.0655440694081921,0.0157404625076391,-0.061220093271945095,-0.08128453191583121,0.13909567705400905,0.11504479456286686,0.11504479456286686,0.1786226317985196,0.278989014004713
101,1,-0.1494895910691812,0.010395874732902762,0.0416719148099151,0.0416719148099151,-0.15988546580208396,0.0,-0.8814669437758331,0.09625167336010709,0.09625167336010709,0.23733946056306807,0.27832929510192783
423,8,0.20342186880349952,-0.014787558908503516,-0.1396352764160621,-0.2464919927686029,0.21820942771200305,0.10685671635254079,0.5500802694381539,0.13495005663680362,0.13495005663680362,0.2396271714368368,0.2778981248411389
70,3,-0.22881287342029258,0.016966713357365413,-0.18236202923587777,-0.006391254548286649,-0.245779586777658,-0.17597077468759115,-0.2959007006721299,0.12704149933065595,0.12704149933065595,0.24625488145636157,0.27775785494328936
488,8,-0.19021890188223214,0.010388066864895474,-0.1687238193389359,-0.00056516930096165,-0.2006069687471276,-0.16815865003797426,0.02599811771530458,0.14374420759962928,0.14374420759962928,0.20564361691499292,0.27637088238092394
522,1,0.12531327686193225,-0.008889745281658711,-0.033801269343894,-0.1591020808909466,0.13420302214359095,0.1253008115470526,0.2516491515050219,0.11834002677376171,0.11834002677376171,0.15657063543610272,0.2729190604471835
484,8,-0.18001138237809836,0.011891266911411185,-0.3984875523066974,-0.3406722580884358,-0.19190264928950954,-0.05781529421826159,-0.7626891725712925,0.14573164452682524,0.14573164452682524,0.19190264928950948,0.27272505140592246
16,8,0.20973333914139136,-0.015070001707148123,0.1576640570411457,-0.0049921090990383,0.22480334084853948,0.162656166140184,0.21320715110728083,0.13830707445165277,0.13830707445165277,0.2287429236319888,0.27248933363742567
126,8,0.12370606920593522,-0.010314295386232483,0.0417439170594482,-0.0639999994404245,0.1340203645921677,0.1057439164998727,-0.115143375744305,0.14455771805169396,0.14455771805169396,0.1942599995835537,0.27174220587051756
497,1,0.14433464351377318,-0.013780633599233838,-0.1426378602877744,-0.17509529176448485,0.15811527711300702,0.03245743147671046,-0.0013129768900894678,0.11409741530223458,0.11409741530223458,0.16773630172049722,0.2716705513162255
366,1,0.08654866834608035,-0.006580312726326475,-0.2120995572152933,-0.2532753092445194,0.09312898107240683,0.041175752029226104,0.5682253780033131,0.11818556276387601,0.11818556276387601,0.1505039017066598,0.26946771632516714
222,1,0.15067647256137676,-0.010689014720166014,-0.1222663743976432,-0.1168827583573393,0.16136548728154276,-0.005383616040303893,0.1633030198892173,0.11231593038821955,0.11231593038821955,0.16755687672092673,0.2685850513192539
3,1,-0.1512347274217798,0.011236283698249852,-0.3456667900246585,-0.245182243494606,-0.16247101112002965,-0.10048454653005251,-0.816841511920636,0.10797034291010195,0.10797034291010195,0.18061149305518415,0.2681575139917111
58,8,0.16598006957965386,-0.010659359866617632,0.1634775881256426,-0.2836427795959482,0.17663942944627148,0.4471203677215908,0.22084678848939765,0.13728761198640715,0.13728761198640715,0.20922456801418324,0.26585453022060573
487,1,-0.08132096944774861,0.007063212785584668,-0.5211388119791742,-0.4713215423677636,-0.08838418223333327,-0.04981726961141064,-0.2649371174465034,0.11572443620636391,0.11572443620636391,0.14848646375552974,0.26427403754880147
567,1,0.11118937201024116,-0.016674757714197956,-0.0685286659668574,-0.2450270427408844,0.1278641297244391,0.17649837677402702,0.49187310790445515,0.11139944392956441,0.11139944392956441,0.15530854017210996,0.2606018402005483
25,8,-0.17940545556558268,0.012167474553454617,0.4314860143923371,0.4427276566257475,-0.1915729301190373,-0.011241642233410398,0.03780002200984345,0.119956750077232,0.119956750077232,0.25912674488753457,0.2595680837342106
309,1,0.06681409543243118,-0.004838769012029614,0.0960672110250149,0.0264862709201811,0.0716528644444608,0.0695809401048338,-0.2010522953555447,0.10665225002574401,0.10665225002574401,0.16724969753459082,0.25891416523896943
588,3,0.12020353669546761,-0.008122820865087877,-0.0085345539313291,-0.2490388325620975,0.1283263575605555,0.2405042786307684,-0.03435775409010988,0.1284934610235815,0.1284934610235815,0.17810352920555297,0.25739600743027946
405,8,-0.0074515160215120595,-0.00011577994668768428,-0.0537620403597826,-0.0723309945630507,-0.007335736074824376,0.018568954203268102,-0.00928447710163427,0.14711152301513747,0.14711152301513747,0.15761397186998613,0.2567160365193911
67,8,0.16585292002501692,-0.012058943111901114,-0.0571809234893684,-0.057293481531844256,0.17791186313691804,0.00011255804247585488,0.0004068522421638021,0.13991350015446402,0.13991350015446402,0.18245330506452676,0.2563452492331699
