artifact_key,feature_set,category,model,balance_method,feature_a,feature_b,pair_key,rule_desc,support_n,support_rate,pair_precision,pair_recall,pair_fp_rate,pair_precision_lift,recommendation,pair_abs_corr,redundant_pair_flag,evidence_scope,threshold
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,582,63,582 || 63,582(high) AND 63(high),1,0.0007980845969672786,1.0,0.012048192771084338,0.0,15.096385542168674,review,0.04097978661038254,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,582,64,582 || 64,582(high) AND 64(high),1,0.0007980845969672786,1.0,0.012048192771084338,0.0,15.096385542168674,review,0.09397182975620988,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,582,65,582 || 65,582(high) AND 65(high),1,0.0007980845969672786,1.0,0.012048192771084338,0.0,15.096385542168674,review,0.06924342833378537,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,582,70,582 || 70,582(high) AND 70(low),1,0.0007980845969672786,1.0,0.012048192771084338,0.0,15.096385542168674,review,0.10543234959499247,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,95,510 || 95,510(high) AND 95(high),4,0.0031923383878691143,0.5,0.024096385542168676,0.0017094017094017094,7.548192771084337,review,0.2024312825656002,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,65,59 || 65,59(high) AND 65(high),2,0.0015961691939345571,0.5,0.012048192771084338,0.0008547008547008547,7.548192771084337,review,0.18353629321388312,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,65,70,65 || 70,65(high) AND 70(low),14,0.0111731843575419,0.35714285714285715,0.060240963855421686,0.007692307692307693,5.3915662650602405,interaction_candidate,0.020063885914133016,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,64,510 || 64,510(high) AND 64(high),17,0.013567438148443736,0.35294117647058826,0.07228915662650602,0.009401709401709401,5.328136073706591,interaction_candidate,0.09340936352183989,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,65,103 || 65,103(high) AND 65(high),15,0.011971268954509178,0.3333333333333333,0.060240963855421686,0.008547008547008548,5.032128514056224,interaction_candidate,0.11096984473098731,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,63,70,63 || 70,63(high) AND 70(low),15,0.011971268954509178,0.3333333333333333,0.060240963855421686,0.008547008547008548,5.032128514056224,interaction_candidate,0.015936779784452664,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,28,103 || 28,103(high) AND 28(low),3,0.0023942537909018356,0.3333333333333333,0.012048192771084338,0.0017094017094017094,5.032128514056224,review,0.32500249055755515,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,59,103 || 59,103(high) AND 59(high),3,0.0023942537909018356,0.3333333333333333,0.012048192771084338,0.0017094017094017094,5.032128514056224,review,0.3049661746120945,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,582,348 || 582,348(high) AND 582(high),3,0.0023942537909018356,0.3333333333333333,0.012048192771084338,0.0017094017094017094,5.032128514056224,review,0.11511500511559132,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,63,59 || 63,59(high) AND 63(high),3,0.0023942537909018356,0.3333333333333333,0.012048192771084338,0.0017094017094017094,5.032128514056224,review,0.3130384993648676,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,64,59 || 64,59(high) AND 64(high),3,0.0023942537909018356,0.3333333333333333,0.012048192771084338,0.0017094017094017094,5.032128514056224,review,0.29101473003480194,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,64,103 || 64,103(high) AND 64(high),16,0.012769353551476457,0.3125,0.060240963855421686,0.009401709401709401,4.71762048192771,interaction_candidate,0.11013425707165672,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,65,510 || 65,510(high) AND 65(high),16,0.012769353551476457,0.3125,0.060240963855421686,0.009401709401709401,4.71762048192771,interaction_candidate,0.08213787921481036,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,63,103 || 63,103(high) AND 63(high),10,0.007980845969672785,0.3,0.03614457831325301,0.005982905982905983,4.5289156626506015,interaction_candidate,0.143442105204024,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,63,510 || 63,510(high) AND 63(high),10,0.007980845969672785,0.3,0.03614457831325301,0.005982905982905983,4.5289156626506015,interaction_candidate,0.10092552356701731,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,510,103 || 510,103(high) AND 510(high),34,0.02713487629688747,0.29411764705882354,0.12048192771084337,0.020512820512820513,4.4401133947554925,interaction_candidate,0.6015271404423046,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,64,70,64 || 70,64(high) AND 70(low),18,0.014365522745411013,0.2777777777777778,0.060240963855421686,0.011111111111111112,4.193440428380187,interaction_candidate,0.041328695544807184,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,63,65,63 || 65,63(high) AND 65(high),42,0.0335195530726257,0.2619047619047619,0.13253012048192772,0.026495726495726495,3.9538152610441766,interaction_candidate,0.4826431232766199,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,63,64,63 || 64,63(high) AND 64(high),43,0.034317637669592976,0.2558139534883721,0.13253012048192772,0.02735042735042735,3.86186606892687,interaction_candidate,0.46525352354443744,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,NA_72,59 || NA_72,59(high) AND NA_72(low),8,0.006384676775738229,0.25,0.024096385542168676,0.005128205128205128,3.7740963855421685,review,0.1522377139547758,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,59,510 || 59,510(high) AND 59(high),4,0.0031923383878691143,0.25,0.012048192771084338,0.002564102564102564,3.7740963855421685,review,0.23131281611057544,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,64,95,64 || 95,64(high) AND 95(high),4,0.0031923383878691143,0.25,0.012048192771084338,0.002564102564102564,3.7740963855421685,review,0.1132466347640095,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,64,65,64 || 65,64(high) AND 65(high),82,0.06544293695131684,0.24390243902439024,0.24096385542168675,0.05299145299145299,3.6820452541874813,interaction_candidate,0.8242150077294025,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,NA_72,103 || NA_72,103(high) AND NA_72(low),33,0.026336791699920193,0.21212121212121213,0.08433734939759036,0.022222222222222223,3.202263599853961,interaction_candidate,0.221152559767421,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,NA_72,510 || NA_72,510(high) AND NA_72(low),33,0.026336791699920193,0.21212121212121213,0.08433734939759036,0.022222222222222223,3.202263599853961,interaction_candidate,0.13845368188207363,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,64,NA_72,64 || NA_72,64(high) AND NA_72(low),76,0.060654429369513166,0.21052631578947367,0.1927710843373494,0.05128205128205128,3.1781864299302467,interaction_candidate,0.07972205767372946,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,65,NA_72,65 || NA_72,65(high) AND NA_72(low),73,0.05826017557861133,0.2054794520547945,0.18072289156626506,0.04957264957264957,3.101997029212741,interaction_candidate,0.06577900161345515,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,70,NA_72,70 || NA_72,70(low) AND NA_72(low),25,0.019952114924181964,0.2,0.060240963855421686,0.017094017094017096,3.0192771084337346,interaction_candidate,0.06247352910375687,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,63,NA_72,63 || NA_72,63(high) AND NA_72(low),49,0.03910614525139665,0.1836734693877551,0.10843373493975904,0.03418803418803419,2.7728055077452667,interaction_candidate,0.11433608389211977,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,582,NA_72,582 || NA_72,582(high) AND NA_72(low),6,0.004788507581803671,0.16666666666666666,0.012048192771084338,0.004273504273504274,2.516064257028112,review,0.05868902182629019,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,NA_72,28 || NA_72,28(low) AND NA_72(low),19,0.015163607342378291,0.15789473684210525,0.03614457831325301,0.013675213675213675,2.383639822447685,interaction_candidate,0.19339433681047533,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,95,NA_72,95 || NA_72,95(high) AND NA_72(low),16,0.012769353551476457,0.125,0.024096385542168676,0.011965811965811967,1.8870481927710843,review,0.05999009039016523,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,95,103 || 95,103(high) AND 95(high),8,0.006384676775738229,0.125,0.012048192771084338,0.005982905982905983,1.8870481927710843,review,0.23557552430153209,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,79,NA_72,79 || NA_72,79(high) AND NA_72(low),8,0.006384676775738229,0.125,0.012048192771084338,0.005982905982905983,1.8870481927710843,review,0.020958258950488324,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,NA_72,348 || NA_72,348(high) AND NA_72(low),15,0.011971268954509178,0.06666666666666667,0.012048192771084338,0.011965811965811967,1.0064257028112449,review,0.017578212307435403,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,63,28 || 63,28(low) AND 63(high),5,0.0039904229848363925,0.0,0.0,0.004273504273504274,0.0,review,0.14317011545036595,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,70,103 || 70,103(high) AND 70(low),4,0.0031923383878691143,0.0,0.0,0.003418803418803419,0.0,review,0.10621587421040744,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,64,28 || 64,28(low) AND 64(high),4,0.0031923383878691143,0.0,0.0,0.003418803418803419,0.0,review,0.1336850114900945,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,65,28 || 65,28(low) AND 65(high),3,0.0023942537909018356,0.0,0.0,0.002564102564102564,0.0,review,0.12103928206506807,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,70,28 || 70,28(low) AND 70(low),3,0.0023942537909018356,0.0,0.0,0.002564102564102564,0.0,review,0.07874043289958671,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,79,348 || 79,348(high) AND 79(high),3,0.0023942537909018356,0.0,0.0,0.002564102564102564,0.0,review,0.31356041562422127,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,79,59 || 79,59(high) AND 79(high),3,0.0023942537909018356,0.0,0.0,0.002564102564102564,0.0,review,0.34675438527210706,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,63,95,63 || 95,63(high) AND 95(high),3,0.0023942537909018356,0.0,0.0,0.002564102564102564,0.0,review,0.07858834641372059,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,510,28 || 510,28(low) AND 510(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.23558543307355395,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,63,348 || 63,348(high) AND 63(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.007032837082628314,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,64,348 || 64,348(high) AND 64(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.02418068018876661,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,65,348 || 65,348(high) AND 65(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.031014258690895923,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,510,70,510 || 70,510(high) AND 70(low),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.06193157472562804,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,65,79,65 || 79,65(high) AND 79(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.07597938105545138,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,65,95,65 || 95,65(high) AND 95(high),2,0.0015961691939345571,0.0,0.0,0.0017094017094017094,0.0,review,0.08745067671640883,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,103,79,103 || 79,103(high) AND 79(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.22902759169970474,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,28,95,28 || 95,28(low) AND 95(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.1455962134768929,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,59,348 || 59,348(high) AND 59(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.12470377761311924,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,70,348 || 70,348(high) AND 70(low),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.05267205918790108,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,348,95,348 || 95,348(high) AND 95(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.05834954903477272,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,59,95,59 || 95,59(high) AND 95(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.13036775647802856,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,64,79,64 || 79,64(high) AND 79(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.06341072575225154,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,70,95,70 || 95,70(low) AND 95(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.02349078091224366,0,exploratory_train_oof_groups,0.07569208662861764
ANOVA_SVM_NoResample,ANOVA,supervised,SVM,NoResample,79,95,79 || 95,79(high) AND 95(high),1,0.0007980845969672786,0.0,0.0,0.0008547008547008547,0.0,review,0.13683525592057966,0,exploratory_train_oof_groups,0.07569208662861764
