artifact_key,feature_set,category,model,balance_method,feature,pos_n,neg_n,pos_mean,neg_mean,pos_median,neg_median,pos_p95,neg_p95,mean_gap,median_gap,p95_gap,ks_stat,wasserstein_distance,distribution_sep_score,threshold
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,103,83,1170,0.7032917842146326,-0.0512052619209145,0.6469691130288461,-0.1376096352374962,2.3240061874481497,1.5623109860062447,0.754497046135547,0.7845787482663422,0.761695201441905,0.3521470497374112,0.7639390297672425,0.9841391113012652,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,59,83,1170,0.5903329662877204,-0.04257078479641221,0.2438670437447905,-0.2291242514549774,2.3813566425017894,1.9956085185254842,0.6329037510841325,0.4729912951997679,0.3857481239763052,0.36105447430748633,0.6588396210853033,0.9321859545735777,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,510,83,1170,0.5769057574404554,-0.041714906459009715,0.1697321509225343,-0.2527708951926937,3.069606046929173,1.3365098767461234,0.6186206638994651,0.422503046115228,1.7330961701830494,0.26306250643600043,0.6227984098999723,0.7344427133542804,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,348,83,1170,0.5236829542206037,-0.04040968603611432,0.0187708106511307,-0.1841524312444063,2.0618020100553958,1.4274639558899471,0.564092640256718,0.202923241895537,0.6343380541654486,0.24264236432911132,0.5857051879477612,0.6741479295162898,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,129,83,1170,0.42531475532099694,-0.030547655679397344,0.460546058970014,0.3447014723017579,1.3410465558352778,1.117080354943316,0.45586241100039426,0.11584458666825609,0.22396620089196184,0.2628153640201833,0.45592167876014605,0.6263275720796313,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,64,83,1170,0.4007753787817966,-0.030427900820421374,0.0793374662304257,-0.1296015883795223,3.0450285500365784,1.6216920965416324,0.43120327960221794,0.208939054609948,1.423336453494946,0.2245288847698486,0.5415266490840429,0.6133887642217208,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,65,83,1170,0.2785470914977409,-0.021440770764142716,0.0972474690136667,-0.1561740419056232,2.549736858289646,1.4082203039941301,0.29998786226188356,0.2534215109192899,1.1415165542955157,0.21598187622284007,0.4330670837104632,0.5281875021522651,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,28,83,1170,-0.42169903251282176,0.02949002396653421,-0.401189757152653,-0.07268094799345065,1.1171079021475157,1.6817221315078752,-0.451189056479356,-0.32850880915920233,-0.5646142293603595,0.20267737617135206,0.4519969167593248,0.5167112506625162,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,125,83,1170,-0.37788631848539306,0.027496032857101945,-0.540050795708347,-0.12849043071005684,0.9409325899267574,2.0616767736506234,-0.405382351342495,-0.4115603649982902,-1.120744183723866,0.21092575429924829,0.4125495035552591,0.5059456795507438,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,79,83,1170,0.32556138090128606,-0.026855962926328875,0.2852801393533037,-0.1596350208452765,2.3400970491248048,1.9908602461922287,0.3524173438276149,0.44491516019858024,0.3492368029325761,0.22275769745649263,0.36896744601931286,0.49889331027010314,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,122,83,1170,-0.3764760504581225,0.026843353365925457,-0.5171176699640857,-0.0208077164944322,0.8089604869626448,2.3014908102036946,-0.40331940382404796,-0.4963099534696535,-1.4925303232410498,0.1982494078879621,0.41408642560127107,0.48436538885958136,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,21,83,1170,0.41379949742376393,-0.02926183058165467,0.2545778489965707,0.1472925971725681,4.287162251931244,0.8324390923228757,0.4430613280054186,0.10728525182400261,3.4547231596083687,0.17966223869838327,0.4618921928433132,0.48211444804543213,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,377,83,1170,-0.29433527384633895,0.01999693109349759,-0.3714959728317686,0.0554598948876092,1.1228495641860532,1.549805431905431,-0.31433220493983655,-0.4269558677193778,-0.4269558677193779,0.2218412109978375,0.3179814003904293,0.4643632886964167,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,477,83,1170,0.21608533858956308,-0.015556459384958185,-0.0217364255944852,-0.107769708240094,0.6164201349385624,0.309009388086761,0.23164179797452128,0.0860332826456088,0.3074107468518014,0.24244670991658943,0.24954698416412907,0.4568977706931109,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,38,83,1170,0.2122340412419048,-0.015065480916366307,0.1299196772643588,-0.036757726536534,3.1595925403004266,1.4709610081816258,0.2272995221582711,0.1666774038008928,1.6886315321188008,0.1563690660076202,0.4693374269524325,0.44544170750593126,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,33,83,1170,0.3225567825414758,-0.022895406656336468,-0.1057833327067178,-0.1448918629162779,0.5129041261370826,0.4893847847458902,0.3454521891978123,0.039108530209560094,0.023519341391192383,0.19950571516836577,0.3454521891978126,0.44231705521299214,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,130,83,1170,0.3358811651012257,-0.025188567071226152,0.375682084102417,0.15313338695566975,1.3459944036622313,1.3124596684757361,0.3610697321724518,0.22254869714674724,0.03353473518649519,0.17769539697250541,0.3623853664411778,0.4144067136885169,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,124,83,1170,0.3274434570633101,-0.024386598271365457,0.2991009479565267,-0.2236608866797079,2.39014828650145,1.6931325069864755,0.35183005533467554,0.5227618346362346,0.6970157795149745,0.17331891669241067,0.3519789903302984,0.3998992107841699,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,298,83,1170,0.39480107850363866,-0.027431669765232463,-0.088524228979803,-0.1747092684942156,6.282501550520519,0.5628232724824227,0.42223274826887114,0.08618503951441261,5.719678278038096,0.14258057872515703,0.42314010727453666,0.39108119053974744,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,14,83,1170,-0.3003407025322141,0.022083549076890138,-0.2963467085002608,-0.0212044375124078,1.4701834760699442,1.6019505326398344,-0.32242425160910426,-0.275142270987853,-0.1317670565698903,0.17658325610132838,0.32826944315684353,0.3904135327154109,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,316,83,1170,-0.2901502796518953,0.020752210529895024,-0.3850173040371883,-0.1203553963759352,1.296310843164253,1.883612681680164,-0.31090249018179034,-0.2646619076612531,-0.587301838515911,0.17751004016064256,0.32056525660487134,0.3870927710343253,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,545,83,1170,-0.21613956397271483,0.015734566537522497,-0.3737353644723715,-0.3737353644723715,1.0555882006440442,2.1921219633099454,-0.23187413051023734,0.0,-1.1365337626659011,0.16876737720111215,0.33960984229235436,0.38381353758106096,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,95,83,1170,0.29235570410985173,-0.020626698411133744,0.3830604694868797,-0.5580014712997856,1.324122410273545,1.324122410273545,0.31298240252098547,0.9410619407866654,0.0,0.16282566162084233,0.35527253031001854,0.3833396482367606,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,295,83,1170,0.3387913174754383,-0.023719525606852893,-0.0824906996668492,-0.19678010700448434,4.6918196462842054,0.6814173645095293,0.3625108430822912,0.11428940733763514,4.0104022817746765,0.14307486355679128,0.3700334114462767,0.3576949180140675,0.07685139318795782
ANOVA_SVM_class_weight,ANOVA,supervised,SVM,class_weight,100,83,1170,0.3540306867870301,-0.02481067996746932,0.048074981970692,0.048074981970692,1.9735786319521937,1.443367481957289,0.3788413667544994,0.0,0.5302111499949047,0.13767892081145094,0.3793183898314181,0.35407771656932296,0.07685139318795782
