feature,n_models,mean_tp_mean_positive_shap,max_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_tn_smd,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,appeared_in_topn_models,avg_rank,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,recommendation
106,1,0.017175891562902314,0.017175891562902314,0.008422616343947285,0.008753275218955029,0.39285714285714285,0.3,-0.04885058626693245,-0.002141486452468988,0.07142857142857142,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,,,2.039258451472192,0.029310531036047017,0.38155661609201225,0.0953186504447908,0.9886919417456504,0.24412412150554572,1,1,1,1,monitor_first
88,8,0.020024001090705852,0.12396302098034055,0.013051160514142962,0.0069728405765628896,0.6370537632363521,0.37666952054794517,0.19685277140044444,0.11531717713242834,0.0,0.00662442449594741,0.010506376225226094,1.0,high,,,,,,,,,1.5342697738646869,0.034170808734181296,0.37750303171442806,0.07973754952613797,0.982477738821993,0.2411145167954278,1,1,1,1,monitor_first
252,8,0.0010944013419530566,0.004115183959500051,0.0004100665818171819,0.0006843347601358748,0.6050407382564374,0.4605308219178082,0.004610076280359414,0.004728488004306756,0.010993515443312604,0.011464006333375434,0.010379472671926602,1.0,high,,,,,,,,,2.668838160630628,0.0018675877395785238,0.36318574742390963,0.11146169768189727,0.9994494517373235,0.23194004403311608,1,1,1,1,monitor_first
34,1,0.0018233206744036712,0.0018233206744036712,0.0010820183348886465,0.0007413023395150247,0.35714285714285715,0.4,0.2358748043652891,0.17941485624130446,0.0,0.005405405405405406,0.012182741116751269,1.0,low,,,,,,,,,1.6851107006345822,0.0031114831518384645,0.36331544771410945,0.08469519236782368,0.9985473009972741,0.22703299614826034,1,1,1,1,monitor_first
67,8,0.0015897299082694711,0.004904423409188682,0.0009705183400990567,0.0006192115681704144,0.42336723458460385,0.35620719178082194,0.29183529614680653,-0.01930477609218214,0.04698590056673883,0.029192734507910358,0.010379472671926602,1.0,high,,,,,,,,,1.6380215010745847,0.002712862249078553,0.3630374789352585,0.08317807412234357,0.9986969989515619,0.22650170329983388,1,1,1,1,monitor_first
485,1,0.27419440308238274,0.27419440308238274,0.1892960445068937,0.08489835857548905,0.8214285714285714,0.725,-0.3126251087192735,-0.35671633991041546,0.17857142857142858,0.11891891891891893,0.11370558375634518,1.0,low,,,,,,,,,1.4484951536977164,0.4679107068197246,0.5549190709525761,0.0767850804678197,0.7458544220478273,0.4435824623120094,1,1,0,0,review
56,10,0.3248821228606672,0.8880664638741064,0.28038929021396275,0.04449283264670452,0.8068212212036624,0.658972602739726,0.32651891106644065,0.13860464361006442,0.029865776414744576,0.014892972143975886,0.011956246327745636,1.0,high,5.0,3.0,3.0,3.0,0.6391995452779533,0.8880664638741064,supervised,"Base,RFERF,RFEXGB",1.158682354139676,0.554408923128725,0.46292624809167415,0.06598292356249862,0.623554214253896,0.4361934498168816,1,1,0,0,review
304,1,0.278094617349099,0.278094617349099,0.2233386277176582,0.05475598963144082,0.5,0.45,0.034918344505446106,0.05088447057613504,0.10714285714285714,0.032432432432432434,0.01015228426395939,1.0,low,,,,,,,,,1.2451702609217365,0.47456639341934953,0.48629277434737816,0.06935139214756689,0.700149441747673,0.419599612276234,1,1,0,0,review
59,10,0.5859972834261808,1.552399457054804,0.7448331229375826,-0.1588358395114017,0.8236942368343947,0.6491438356164384,1.3825184939510358,0.09182086356419551,0.06542035368331779,0.07535039904602607,0.01032609090133906,1.0,high,10.0,2.1,1.0,6.0,0.5859972834261808,1.552399457054804,supervised,"ANOVA,Base,RFERF,RFEXGB",0.7867497636450946,1.0,0.0,0.04976799031668043,0.0,0.4099535980633361,1,0,0,0,false_positive_risk
448,1,0.3403492379928998,0.3403492379928998,0.3444108458751816,-0.004061607882281826,0.75,0.7625,0.11323778416631732,0.10368735220295225,0.0,0.0,0.012182741116751269,1.0,low,,,,,,,,,0.9882070848496048,0.5808034399118067,0.3523804763433788,0.058928885449428224,0.5375999868039658,0.40358129463801856,1,0,0,0,false_positive_risk
