anchor_rank,feature,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,top_corr_companion,top_corr_companion_abs_corr,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,redundancy_cluster,cluster_size,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,mean_split_validation_score,validation_pass_rate,direction_consistent_rate,n_models_y,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,redundancy_cluster_y,cluster_size_y
67,471,review_anchor,raw_feature,0.2577884327475352,drop,review,high,1.3910539890227789,0.11617474932598479,0.09490822330182555,0.021266526024159228,1.0,10.0,0.509509752379486,0.19827239806786504,0.07927092987333952,0.2637311423389647,0.03067367415193502,0.022453159876224423,0.010172206595408701,0,,0,,,0,,,,,-0.01786517686554314,0.9007831887914955,-0.21739132581154114,-0.5971267852803384,-0.509993854613937,-0.3574951948734315,-0.21739132581154114,0.00440063079352515,1.204417369998673,1.989909220289687,0.0,50,5,0.44093326420455886,0.5467749641662685,0.22955479452054792,0.1166856204363238,0.03067367415193502,0.022453159876224423,0.010172206595408701,1.0,high,10.0,10.0,0.44093326420455886,0.44093326420455886,supervised,Base,1.2240746405770107,0.19825134452286167,0.4100460179319011,0.06854189481984611,0.8725778696206306,0.3032805091147473,1,1,0,0,C061,1.0,1.0,0.016866688374446548,0.3803529056054096,0.3032805091147473,0.2016871767622867,0.0,0.8725778696206306,,,,5,5,0,0,0,1.0,0.2577884327475352,0,,drop,1170,83,0.23394062080508313,-0.2005246374370946,C061,1.0
68,51,review_anchor,raw_feature,0.2577591053341576,drop,review,high,1.4676837167145982,0.13028722488486058,0.1174222059545867,0.012865018930273883,,,0.11057240794945937,0.1501716221656605,0.08953763773040883,0.11175168995315875,0.0,0.0018018018018018018,0.010211968446355238,0,,0,,,0,,,,,-0.0012888307363553872,0.9971186611714226,0.4023804957774403,-1.869774293729256,-1.765814122167655,-0.6915253833487885,0.4023804957774403,0.8224772750863415,1.2081041013735387,1.4526592107239924,0.0,51,3,0.24352621715574002,0.6578674948240165,0.5967465753424658,0.10826218928855635,0.0,0.0018018018018018018,0.010211968446355238,1.0,high,,,,,,,1.1095620613297748,0.22233417896257723,0.3909179819495303,0.06400920654043533,0.842350987975025,0.30324600627547954,1,1,0,0,C062,1.0,1.0,0.15925710125670056,-0.05161519839384221,0.30324600627547954,0.15275797740660793,0.0,0.842350987975025,,,,3,3,0,0,0,1.0,0.2577591053341576,0,,drop,1170,83,0.025745179914378736,0.5616375970341408,C062,1.0
26,551,review_anchor,raw_feature,0.25763480795889965,drop,monitor_first,high,0.6908213781076025,0.06545765658160581,0.022334677431169275,0.04312297915043652,,,0.7493233646710876,0.20975304075672446,0.0813304500051488,0.30609680792642446,0.06274647542098374,0.026223074157616055,0.01076450690178445,0,,0,,,0,,,,,-0.02123578683115883,0.7897829591316312,-0.05216019608436165,-0.6016916294718555,-0.4437307993106435,-0.2192983619733593,-0.05216019608436165,0.06891394686368935,0.4246247045634657,0.7221297031161533,0.0,52,10,0.31880466177675126,0.6704211039545946,0.31210616438356165,0.2658139213001422,0.06274647542098374,0.026223074157616055,0.01076450690178445,1.0,high,,,,,,,2.9307634633780757,0.11170300346597363,0.459807449681534,0.11737476367861181,0.9700138504272172,0.3030997740692937,1,1,1,1,C026,1.0,1.0,0.05069331740895454,0.23394892511717194,0.3030997740692937,0.21336554669121696,0.0,0.9700138504272172,,,,10,8,0,1,1,0.8,0.25763480795889965,0,,drop,1170,83,0.21596552516924986,-0.0014668786754071,C026,1.0
69,281,review_anchor,raw_feature,0.25547385040842946,drop,review,low,-1.2818503981212228,0.1354252584218033,0.12871772569834328,0.0067075327234600345,,,-0.1950678379048539,0.3001253923167767,0.15280609617959015,0.21713418162501605,0.05216302004406114,0.010566049438851349,0.010772471223516026,0,,0,,,0,,,,,0.014229668346613421,1.0103146037734905,-0.1971477467696444,-1.276662214365321,-1.034702075076631,-0.5880064333128946,-0.1971477467696444,0.286772531807755,1.7013087307262522,4.465424137323415,0.0,53,8,0.3694761608487241,0.7644966654923993,0.6535530821917808,-0.06339645728248117,0.05216302004406114,0.010566049438851349,0.010772471223516026,1.0,low,,,,,,,1.0521104042746956,0.23110219492828601,0.3768989950691159,0.06164156309897193,0.8271858195689695,0.30055747106874053,1,1,0,0,C063,1.0,1.0,-0.14889854725456,-0.10981267860025334,0.30055747106874053,0.30529435080684086,0.0,0.8271858195689695,,,,8,7,0,0,1,0.875,0.25547385040842946,0,,drop,1170,83,-0.20095990837102332,-0.3460462940242044,C063,1.0
70,19,review_anchor,raw_feature,0.2539650217334548,drop,false_positive_risk,low,-1.2034037299722657,0.14738904522014018,0.1501470013280156,-0.002757956107875426,1.0,10.0,0.1252956180319858,0.25557604522971794,0.14916074554628772,0.14825527019736984,0.0024509803921568627,0.003094552232483267,0.010743543614243031,0,,0,,,0,,,,,-0.008435684720770671,1.0290243441514224,0.0661008836780716,-1.3526857000647177,-0.6800232590358741,-0.1430240520966783,0.0661008836780716,0.31542194404269186,0.6482878908097898,0.8500566730648234,0.0,54,8,0.28798871217152194,0.9402398190179851,0.7588398972602739,0.08968045219164163,0.0024509803921568627,0.003094552232483267,0.010743543614243031,1.0,low,10.0,10.0,0.28798871217152194,0.28798871217152194,supervised,RFERF,0.9816316271155473,0.2515183080003255,0.35534855073415994,0.05864482709178422,0.7984152467121176,0.2987823785099468,1,0,0,0,,,1.0,-0.008407032593958995,0.01807512007701606,0.2987823785099468,0.2599777453279649,0.0,0.7984152467121176,,,,8,8,0,0,0,1.0,0.2539650217334548,0,,drop,1170,83,0.12000897467930202,0.0576938510841126,,
71,122,review_anchor,raw_feature,0.25294859765283484,drop,review,low,-1.7194994336662455,0.12951842608512482,0.12253293505811355,0.006985491027011242,2.0,8.5,-0.5242582707535238,0.4929743250458821,0.1982494078879621,0.414086425601271,0.009069537629375356,0.01780635762131816,0.011969771692570987,0,,0,,,0,,,,,0.026843353365925457,1.0091779624940465,-0.0208077164944322,-1.74902987589769,-1.2582590960158673,-0.7486551259354196,-0.0208077164944322,0.56302117966295,2.3014908102036946,2.723675542720994,0.0,55,10,0.3728491445498552,0.7835626066249357,0.5584931506849314,-0.163388657218055,0.009069537629375356,0.01780635762131816,0.011969771692570987,1.0,low,7.0,10.0,0.19210034890796118,0.3728491445498552,supervised,"RFERF,RFEXGB",1.0570090892191415,0.22102222953639425,0.3775318334839993,0.061846012098872916,0.8354894119439129,0.29758658547392336,1,1,0,0,C064,1.0,1.0,-0.49630995346965345,-1.4925303232410498,0.29758658547392336,0.5014646557145382,0.1111111111111111,0.8354894119439129,,,,10,6,0,0,4,0.6,0.25294859765283484,0,,drop,1170,83,-0.3764760504581225,-0.5171176699640857,C064,1.0
27,32,review_anchor,raw_feature,0.25227340205313503,drop,monitor_first,low,0.4713826588321433,0.07594241156704364,0.04088125105062694,0.0350611605164167,,,0.493076757041121,0.23283737210876362,0.10267737617135207,0.24235368022637774,0.023809523809523808,0.008994573262791267,0.0112511054925715,0,,0,,,0,,,,,-0.015187148382253346,0.9443980250911814,-0.1137867789937577,-0.9552838422851189,-0.8121368680601795,-0.3999640959665375,-0.1137867789937577,0.2015006074689894,0.7288756430729186,4.06467928756592,0.0,56,3,0.19000199339298574,0.8260869565217391,0.25,0.20797142857574488,0.023809523809523808,0.008994573262791267,0.0112511054925715,1.0,low,,,,,,,1.8576342361195672,0.1295951597642692,0.4414527955472643,0.0900349041154049,0.945113543166027,0.29679223770957064,1,1,1,1,C027,1.0,1.0,0.027723875704732504,0.027054678704961366,0.29679223770957064,0.2368474517027472,0.0,0.945113543166027,,,,3,3,0,0,0,1.0,0.25227340205313503,0,,drop,1170,83,0.21215765607547268,-0.0860629032890252,C027,1.0
72,137,review_anchor,raw_feature,0.24889605514303936,drop,false_positive_risk,high,2.2439062472717017,0.1466381879386828,0.1557591735258634,-0.009120985587180596,1.0,10.0,0.28305800303401735,0.3397558192192176,0.168746781999794,0.23509813105062985,0.021833946517009397,0.017677029035693154,0.010425360050051083,0,,0,,,0,,,,,-0.012401486405692901,1.0031343191744675,-0.089966850240949,-1.819637538692171,-1.4913382471063488,-0.8130379042058512,-0.089966850240949,0.7303481137778215,1.7192512822563184,2.248027078311604,0.0,57,6,0.38092539479770604,0.7291174891707346,0.55625,0.08802130974064455,0.021833946517009397,0.017677029035693154,0.010425360050051083,1.0,high,10.0,10.0,0.28616069220539325,0.28616069220539325,supervised,RFERF,0.941441743810575,0.2502369756414666,0.3408615955394642,0.05688787647501971,0.7908804419014592,0.29281888840357573,1,0,0,0,,,1.0,0.3986037501217967,-0.2531230094372474,0.29281888840357573,0.345607319196428,0.0,0.7908804419014592,,,,6,6,0,0,0,1.0,0.24889605514303936,0,,drop,1170,83,0.17975941878354607,0.3086368998808477,,
73,133,review_anchor,raw_feature,0.24602173397900776,drop,review,high,2.1469719020373548,0.11658352120059237,0.11083796140586999,0.005745559794722382,1.0,9.0,0.28936453243878646,0.3435223531101147,0.15659561322211923,0.29254310872665173,0.0,0.006945754482669711,0.01423570407334411,0,,0,,,0,,,,,-0.017510520973872158,1.0024299368524585,-0.015157755383009,-2.640431060127601,-1.726338174308084,-0.6173214741102567,-0.015157755383009,0.6751372424028685,1.5574027211787602,2.1469719020373548,0.0,58,8,0.4215725858877641,0.7944973312336505,0.4171875,0.09445494523972227,0.0,0.006945754482669711,0.01423570407334411,1.0,high,9.0,9.0,0.2958462269196339,0.2958462269196339,supervised,RFERF,1.0518374726659137,0.19894891068258444,0.37470883411473754,0.061630157816495966,0.8511908802219604,0.2894373340929503,1,1,0,0,C065,1.0,1.0,0.1374309875024852,-0.012712671204197612,0.2894373340929503,0.34943872283121175,0.0,0.8511908802219604,,,,8,8,0,0,0,1.0,0.24602173397900776,0,,drop,1170,83,0.24239293400394352,0.1222732321194762,C065,1.0
74,522,review_anchor,raw_feature,0.24548153215790597,drop,review,high,2.6793316905919844,0.11161626932698311,0.10357757505528395,0.008038694271699162,,,0.19453465844895312,0.2729190604471835,0.11834002677376171,0.15657063543610272,0.0,0.005405405405405406,0.01015228426395939,0,,0,,,0,,,,,-0.008889745281658711,1.00024470887622,-0.1591020808909466,-1.4964942230029048,-1.2225981384818299,-0.7006967219037352,-0.1591020808909466,0.46832330634098557,1.6921113406906676,2.672338412599028,0.0,59,1,0.11161626932698311,0.4642857142857143,0.475,0.10674201847305677,0.0,0.005405405405405406,0.01015228426395939,1.0,high,,,,,,,1.0776103733593738,0.19047233235347177,0.3799297020254426,0.06270052060065365,0.8609385486956065,0.2888018025387129,1,1,0,0,C066,1.0,1.0,0.1253008115470526,0.2516491515050219,0.2888018025387129,0.27761945345195077,0.0,0.8609385486956065,,,,1,1,0,0,0,1.0,0.24548153215790597,0,,drop,1170,83,0.12531327686193225,-0.033801269343894,C066,1.0
75,548,review_anchor,raw_feature,0.24367670244372214,drop,review,low,-1.2298258710883863,0.09430757437109367,0.0784721899859521,0.01583538438514158,,,0.06991159272336066,0.1678283517071878,0.0714859437751004,0.10635063586976658,0.03571428571428571,0.0,0.01015228426395939,0,,0,,,0,,,,,0.03375244097004966,0.9172555736531945,-0.2867746209766688,-1.215209138663738,-1.0049972113640049,-0.7004670069830294,-0.2867746209766688,0.5160994749865342,1.8824501004732768,2.2198186325469282,0.0,60,1,0.09430757437109367,0.6785714285714286,0.6,-0.1001131876485117,0.03571428571428571,0.0,0.01015228426395939,1.0,low,,,,,,,1.2017961316993497,0.1609351733163346,0.39768072780769326,0.06767862788808013,0.8946446021674467,0.2866784734632025,1,1,0,0,C067,1.0,1.0,-0.06037995807318153,-0.054431635470925555,0.2866784734632025,0.17071880285073754,0.0,0.8946446021674467,,,,1,1,0,0,0,1.0,0.24367670244372214,0,,drop,1170,83,0.06330774932986938,-0.3471545790498503,C067,1.0
76,416,review_anchor,raw_feature,0.2428663221797532,drop,false_positive_risk,low,-2.146581864083087,0.1273343088651721,0.13240160871521467,-0.005067299850042587,,,-0.2272762618486971,0.29453910960502167,0.1340335701781485,0.27343336676048957,0.0,0.005730698761678937,0.01129492263364084,0,,0,,,0,,,,,0.01276499833123749,1.0137587401022814,-0.1530919453867149,-2.1271570651555827,-1.1716389651385508,-0.70768298461614,-0.1530919453867149,0.6167164848032798,1.7193984431668188,2.4207901367377787,0.0,61,8,0.28135624496247996,0.6774863828926412,0.589041095890411,-0.09054445155158272,0.0,0.005730698761678937,0.01129492263364084,1.0,low,,,,,,,0.9617278075454361,0.21729504976657907,0.3500907785627854,0.057779206067257075,0.8222399022843806,0.2857250849173567,1,0,0,0,,,1.0,-0.2884428292293829,-0.4197432734107165,0.2857250849173567,0.29961185743051016,0.0,0.8222399022843806,,,,8,8,0,0,0,1.0,0.2428663221797532,0,,drop,1170,83,-0.20901293890429376,-0.4415347746160978,,
77,488,review_anchor,raw_feature,0.2420874905509976,drop,review,low,-1.395282106447686,0.07395987388475114,0.04940136936332656,0.02455850452142459,,,-0.29975480573567204,0.27637088238092394,0.14374420759962928,0.20564361691499292,0.2604495625423121,0.15447638844501443,0.1376620263897606,0,,0,,,0,,,,,0.010388066864895474,0.9896838620264855,-0.00056516930096165,-1.395282106447686,-1.395282106447686,-0.7870033448723359,-0.00056516930096165,0.600477867944692,1.8737480748931126,2.3980223594603083,0.0,62,8,0.18550723356626295,0.5711587624901189,0.3897688356164384,-0.2814322368742845,0.2604495625423121,0.15447638844501443,0.1376620263897606,1.0,low,,,,,,,1.4971219388840618,0.12621197397422407,0.41754099263646466,0.07847133492966905,0.9336745804637552,0.2848088124129384,1,1,0,0,C068,1.0,1.0,-0.16815865003797426,0.02599811771530458,0.2848088124129384,0.2811307249515972,0.0,0.9336745804637552,,,,8,7,0,0,1,0.875,0.2420874905509976,0,,drop,1170,83,-0.19021890188223214,-0.1687238193389359,C068,1.0
78,130,review_anchor,raw_feature,0.24190073234384554,drop,review,high,1.5781998850977736,0.10459101250535077,0.09699994235809022,0.007591070147260554,,,0.4143288347726951,0.42470901011641643,0.17769539697250541,0.3623853664411778,0.03144197011061373,0.027476871035026062,0.011617933705273965,0,,0,,,0,,,,,-0.025188567071226152,1.0092160417951275,0.15313338695566975,-2.4973667210408705,-1.9985771671015056,-0.7349273730285406,0.15313338695566975,0.8366322623022535,1.3124596684757361,1.601224224554364,0.0,63,10,0.2820210117135518,0.7868780303610314,0.5414041095890412,0.1778139882795044,0.03144197011061373,0.027476871035026062,0.011617933705273965,1.0,high,,,,,,,1.0782585016312376,0.178483783907381,0.378910578877279,0.06272726625205564,0.8697695639856515,0.2845890968751124,1,1,0,0,C069,1.0,1.0,0.22254869714674724,0.03353473518649519,0.2845890968751124,0.4320236302713512,0.0,0.8697695639856515,,,,10,9,0,0,1,0.9,0.24190073234384554,0,,drop,1170,83,0.3358811651012257,0.375682084102417,C069,1.0
79,542,review_anchor,raw_feature,0.2408065540808433,drop,review,flat,,0.10287670148649834,0.09567979557990496,0.007196905906593387,,,-0.3820747939364111,0.37295171820381245,0.14169498506847905,0.27216528874332147,,,,0,,0,,,0,,,,,0.01411794769140756,1.01047846167939,-0.6121175618220817,-1.7068814122119382,-1.232483743709669,-0.6121175618220817,-0.6121175618220817,0.9205518287237144,1.8693471657282577,2.45322121926951,0.0,64,1,0.10287670148649834,0.7857142857142857,0.75,-0.22298089355653422,,,,1.0,flat,,,,,,,1.0752186588921278,0.17555832492090026,0.3780131699131263,0.0626017518925963,0.8715419700958668,0.2833018283304039,1,1,0,0,C070,1.0,0.0,0.0,-0.4014134118096149,0.2833018283304039,0.3793749399622663,0.0,0.8715419700958668,,,,1,1,0,0,0,1.0,0.2408065540808433,0,,drop,1170,83,-0.18300530560501413,-0.6121175618220817,C070,1.0
80,45,review_anchor,raw_feature,0.24078105580836143,drop,false_positive_risk,low,-1.8445060728365184,0.20768530324225096,0.26757919369034566,-0.059893890448094705,,,-0.1712810128629237,0.1569155740855513,0.05927298939347132,0.12458248696145673,0.10714285714285714,0.021621621621621623,0.01015228426395939,0,,0,,,0,,,,,-0.0007652265754316682,0.9953797271329424,-0.038736081816204096,-1.8941809034562351,-1.454178150739329,-0.7747671764399302,-0.038736081816204096,0.6675427252654669,1.630357727545475,2.567410689338888,0.0,65,1,0.20768530324225096,0.5357142857142857,0.5125,-0.14130420869309696,0.10714285714285714,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,0.7761638727508592,0.3544134232636139,0.22526496028626225,0.04925845130239644,0.6407528271097458,0.28327183036277814,1,0,0,0,,,1.0,0.044948996817857696,0.32040807854550724,0.28327183036277814,0.1596180781377133,0.0,0.6407528271097458,,,,1,1,0,0,0,1.0,0.24078105580836143,0,,drop,1170,83,0.010727064674504983,0.0062129150016536,,
81,78,review_anchor,raw_feature,0.23790564782820178,drop,review,low,-1.854617815096373,0.08905524714746973,0.0774956328212261,0.011559614326243639,,,-0.10156073491570866,0.3709801742016525,0.14715271341777367,0.2510020146260517,0.03571428571428571,0.005405405405405406,0.01015228426395939,0,,0,,,0,,,,,0.013327226109646585,0.9943572055673428,0.054684129443231,-1.8297438032768054,-1.551101289761997,-0.6769044534852287,0.054684129443231,0.5363991470757028,1.7024070913599914,2.2343647277299135,0.0,66,1,0.08905524714746973,0.5357142857142857,0.675,0.17203785107606123,0.03571428571428571,0.005405405405405406,0.01015228426395939,1.0,low,,,,,,,1.149164719422453,0.15197211602549723,0.38794591682378443,0.0656040245196312,0.8959557108368282,0.2798889974449433,1,1,0,0,C071,1.0,1.0,-0.2102029167850786,0.007315885829280999,0.2798889974449433,0.37736944072216455,0.0,0.8959557108368282,,,,1,1,0,0,0,1.0,0.23790564782820178,0,,drop,1170,83,-0.15800169446191709,-0.1555187873418476,C071,1.0
82,566,review_anchor,raw_feature,0.2377289775884261,drop,false_positive_risk,high,1.2076494347886912,0.10833915347329137,0.10845173477965635,-0.00011258130636498016,,,0.05048929560715574,0.22038842081506163,0.113304500051488,0.1611173577909504,0.0,0.01748358528019545,0.010211968446355238,0,,0,,,0,,,,,-0.007727209206921811,0.9203187943176421,-0.2574875541368029,-1.6570948692751377,-1.1513411326055687,-0.5101915009115517,-0.2574875541368029,0.363460543045673,1.7201913344031592,2.7976373006302135,0.0,67,3,0.1278153397908961,0.4663561076604555,0.4719178082191781,-0.08853287576330156,0.0,0.01748358528019545,0.010211968446355238,1.0,high,,,,,,,0.9989619224939674,0.18487995855519876,0.3613713778084805,0.059391473397247894,0.8543945865995749,0.2796811501040307,1,0,0,0,,,1.0,0.2119092750674231,-0.07724133950866374,0.2796811501040307,0.22418409631619174,0.0,0.8543945865995749,,,,3,3,0,0,0,1.0,0.2377289775884261,0,,drop,1170,83,0.06088538294189293,-0.0455782790693798,,
83,472,review_anchor,raw_feature,0.23758913034345702,drop,false_positive_risk,low,-1.9863700588110071,0.12014704439927437,0.1277594651968164,-0.007612420797542041,,,-0.08296108935164513,0.10818342680357196,0.045371228503758625,0.07632378421642169,0.03571428571428571,0.032432432432432434,0.01015228426395939,0,,0,,,0,,,,,0.002875411067672567,0.9956724631655719,0.00499830213539,-2.0730968610622593,-1.5276309723317703,-0.6678741798489632,0.00499830213539,0.6165057835205517,1.5338970631696143,2.4587291838290883,0.0,68,1,0.12014704439927437,0.4642857142857143,0.55,-0.042055176509683885,0.03571428571428571,0.032432432432432434,0.01015228426395939,1.0,low,,,,,,,0.9404159935562119,0.2050300364820881,0.34429620331346056,0.0568425600047899,0.8284723634564749,0.27951662393347887,1,0,0,0,,,1.0,-0.0441191679212522,-0.05327298271781933,0.27951662393347887,0.11004663350575708,0.0,0.8284723634564749,,,,1,1,0,0,0,1.0,0.23758913034345702,0,,drop,1170,83,-0.03358276626889478,-0.0391208657858622,,
84,NA_578,review_anchor,raw_feature,0.237306291568812,drop,false_positive_risk,low,0.0,0.13400146398143528,0.15075164697911456,-0.016750182997679275,,,-0.22983960551464291,0.11353817369681482,0.05518484193182988,0.055184841931829876,0.5,0.40540540540540543,0.38781725888324875,0,,0,,,0,,,,,0.6094017094017095,0.4880931115476582,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,69,1,0.13400146398143528,0.5,0.5625,-0.19129580475748717,0.5,0.40540540540540543,0.38781725888324875,1.0,low,,,,,,,0.8888888888888897,0.22867250031939046,0.3234919068688639,0.05453477124026284,0.7976034599742853,0.2791838724338965,1,0,0,0,,,1.0,0.0,0.0,0.2791838724338965,0.11549360340020058,0.0,0.7976034599742853,,,,1,1,0,0,0,1.0,0.237306291568812,0,,drop,1170,83,0.5542168674698795,1.0,,
28,154,review_anchor,raw_feature,0.23683637898362891,drop,monitor_first,high,0.891031303788712,0.060834987393755736,0.03643257898193201,0.02440240841182374,,,0.2671285704671784,0.21274446004207084,0.10153434249819791,0.18689154954947515,0.038302277432712216,0.016704840433653993,0.010211968446355238,0,,0,,,0,,,,,-0.0050181095578177145,0.9792063096603101,-0.05232965798770555,-2.0244230823931706,-1.641009610444935,-0.6799280456862251,-0.05232965798770555,0.6110999720670125,1.7394758029357573,2.3252389725085294,0.0,70,3,0.09702886737808161,0.4808488612836439,0.454851598173516,0.23941660524656702,0.038302277432712216,0.016704840433653993,0.010211968446355238,1.0,high,,,,,,,1.6697963496881625,0.10381445292385767,0.4171856025894425,0.0842047342931795,0.9510862529337527,0.27863103409838696,1,1,1,1,C028,1.0,1.0,0.05831985806234715,-0.10832068120872873,0.27863103409838696,0.21640848618281106,0.0,0.9510862529337527,,,,3,3,0,0,0,1.0,0.23683637898362891,0,,drop,1170,83,0.07861398201630822,0.0059902000746416,C028,1.0
29,120,review_anchor,raw_feature,0.23665432527377217,drop,monitor_first,low,-2.6980843965209282,0.0607965646638114,0.036572053113335765,0.024224511550475634,,,-0.19462688949964999,0.278989014004713,0.11504479456286686,0.1786226317985196,0.0,0.0,0.01015228426395939,0,,0,,,0,,,,,0.004055281517614007,0.9978980804108833,0.0157404625076391,-2.4822323307436687,-1.4056286182663384,-0.5044805417536526,0.0157404625076391,0.4854064530164059,1.2443660751631591,2.174538677218466,0.0,71,1,0.0607965646638114,0.6428571428571429,0.5125,-0.23188793266659838,0.0,0.0,0.01015228426395939,1.0,low,,,,,,,1.6623776760742568,0.1037488848213578,0.4167805779281536,0.0839661310863361,0.9508989973900496,0.2784168532632614,1,1,1,1,C029,1.0,1.0,-0.08128453191583121,0.13909567705400905,0.2784168532632614,0.2837939477740363,0.0,0.9508989973900496,,,,1,1,0,0,0,1.0,0.23665432527377217,0,,drop,1170,83,-0.05716481175433109,-0.0655440694081921,C029,1.0
85,107,review_anchor,raw_feature,0.23611578937746172,drop,review,low,-2.5619746340136205,0.08188717449534592,0.06853576159194191,0.013351412903404008,,,-0.3530165410608726,0.16717548807829133,0.08586139429512923,0.21035493219869172,0.028492658499989394,0.04072404982743121,0.01063366746758862,0,,0,,,0,,,,,0.013994495828077859,0.9915400632844724,0.0069638276876572,-2.6707767402038907,-1.5371749312562404,-0.5297281759414773,0.0069638276876572,0.5803189739714357,1.5135933714541103,2.8356324526796586,0.0,72,8,0.18577003816661364,0.621096280432559,0.42585616438356166,-0.25010540075848786,0.028492658499989394,0.04072404982743121,0.01063366746758862,1.0,low,,,,,,,1.1948094336924069,0.139739853428282,0.3920253739109573,0.0674061013003855,0.9079850781586613,0.2777832816205432,1,1,0,0,C072,1.0,1.0,0.0,-0.31885653142569614,0.2777832816205432,0.17005469517157465,0.0,0.9079850781586613,,,,8,7,0,0,1,0.875,0.23611578937746172,0,,drop,1170,83,-0.19624308457539452,0.0069638276876572,C072,1.0
86,46,review_anchor,raw_feature,0.23582015399628206,drop,false_positive_risk,low,-1.8766894927581717,0.19746855065149843,0.257537462136136,-0.060068911484637555,,,-0.2662400363035965,0.14153687360638462,0.060591082277829264,0.0911474808365685,0.03571428571428571,0.016216216216216217,0.01015228426395939,0,,0,,,0,,,,,0.0022296445835515394,1.0042499552792623,-0.01910673617147325,-1.8999463786022908,-1.523987186847415,-0.752490302917042,-0.01910673617147325,0.6371278787256333,1.7963635117273293,2.423005811737776,0.0,73,1,0.19746855065149843,0.42857142857142855,0.4875,-0.20706410524907906,0.03571428571428571,0.016216216216216217,0.01015228426395939,1.0,low,,,,,,,0.7667566070334081,0.3369786110559229,0.22486648312647983,0.04880308900071463,0.6542346812928757,0.2774354752897436,1,0,0,0,,,1.0,-0.08086441001534254,-0.2736009380823974,0.2774354752897436,0.14397451548279297,0.0,0.6542346812928757,,,,1,1,0,0,0,1.0,0.23582015399628206,0,,drop,1170,83,-0.03123447989708044,-0.0999711461868158,,
30,123,review_anchor,raw_feature,0.23578174884843428,drop,monitor_first,high,0.3922636481366862,0.0211587718850122,0.0020422198792283165,0.019116552005783886,,,0.18572002677793134,0.23849181805070105,0.1107300998867264,0.22846248312538073,0.03372352285395764,0.0368952847519902,0.017917188208456346,0,,0,,,0,,,,,-0.01586253764298236,0.9981438858980739,-0.0068052528056853,-2.550409032196888,-1.480290425516014,-0.6514550158664562,-0.0068052528056853,0.6378445102550854,1.5173309727165554,2.324064104775447,0.0,74,3,0.03482702271748541,0.8333333333333334,0.20833333333333334,0.06089227663232483,0.03372352285395764,0.0368952847519902,0.017917188208456346,1.0,high,,,,,,,10.360672766052673,0.03610728664355252,0.4051510889715272,0.20838118152020432,0.9972581510994384,0.27739029276286387,1,1,1,1,C030,1.0,1.0,0.09209282329439339,0.8702771801320391,0.27739029276286387,0.2425992822616028,0.0,0.9972581510994384,,,,3,3,0,0,0,1.0,0.23578174884843428,0,,drop,1170,83,0.21066695641963235,0.0852875704887081,C030,1.0
31,NA_112,review_anchor,raw_feature,0.23494004777195193,drop,monitor_first,flat,,0.027049525044203743,0.004202961988268798,0.022846563055934948,,,-0.4707253328516882,0.24548878904535174,0.1440119452167645,0.14401194521676453,,,,0,,0,,,0,,,,,0.45726495726495725,0.49838339845852186,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,75,3,0.04699231381389445,0.75,0.31666666666666665,-0.3211672718017598,,,,1.0,flat,,,,,,,6.435824335243502,0.046159813038811164,0.4136433493225132,0.17203704279311607,0.9943571763139473,0.2764000562022964,1,1,1,1,C031,1.0,0.0,0.0,0.0,0.2764000562022964,0.24971675972972562,0.0,0.9943571763139473,,,,3,1,0,0,2,0.6666666666666666,0.23494004777195193,0,,drop,1170,83,0.3132530120481928,0.0,C031,1.0
