anchor_rank,feature,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,top_corr_companion,top_corr_companion_abs_corr,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,redundancy_cluster,cluster_size,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,mean_split_validation_score,validation_pass_rate,direction_consistent_rate,n_models_y,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,redundancy_cluster_y,cluster_size_y
144,483,review_anchor,raw_feature,0.21039741616514676,drop,false_positive_risk,low,-1.0627729969763844,0.054992999937965845,0.05809983903208883,-0.0031068390941229873,,,-0.18315363438399165,0.22994271172087583,0.08572752548656164,0.17895924384573078,0.03571428571428571,0.06486486486486487,0.09746192893401015,0,,0,,,0,,,,,0.010924410984035543,1.007879965301321,-0.28821411881217407,-1.0627729969763844,-1.0627729969763844,-0.641717307994109,-0.28821411881217407,0.313334389286969,2.311254517467255,3.49283077365349,0.0,139,1,0.054992999937965845,0.8214285714285714,0.7625,-0.006729282673210768,0.03571428571428571,0.06486486486486487,0.09746192893401015,1.0,low,,,,,,,0.9465258571128388,0.09384514483827537,0.35455423535240693,0.05711213392385224,0.9219961663319347,0.24752637195899618,1,0,0,0,,,1.0,-0.018077060356033847,-0.6933781348034336,0.24752637195899618,0.23390293755449504,0.0,0.9219961663319347,,,,1,1,0,0,0,1.0,0.21039741616514676,0,,drop,1170,83,-0.1138971404849076,-0.3062911791682079,,
145,489,review_anchor,raw_feature,0.21037855481444753,drop,review,high,2.3983307796412587,0.03319053149726181,0.025304125124020305,0.007886406373241502,,,0.1441609661663124,0.1293168011188011,0.08387395736793327,0.14788363894097692,0.00646551724137931,0.017091132632127793,0.026504059220989445,0,,0,,,0,,,,,-0.005927048445939121,0.9885223877033236,-0.22148343222310285,-1.2020520219895654,-1.2020520219895654,-0.7062923839938874,-0.22148343222310285,0.4749484069163902,2.0154559198720037,2.9071861438814097,0.0,140,8,0.09132828755393156,0.5101031218526699,0.34028253424657534,0.11439249898770264,0.00646551724137931,0.017091132632127793,0.026504059220989445,1.0,high,,,,,,,1.3116648504774908,0.05663939481631212,0.37958298227994625,0.07185408682750394,0.9660271215863465,0.24750418213464415,1,1,0,0,C110,1.0,1.0,0.04010305686705795,0.20450210240358935,0.24750418213464415,0.13154398080490193,0.0,0.9660271215863465,,,,8,8,0,0,0,1.0,0.21037855481444753,0,,drop,1170,83,0.08445941979103976,-0.1813803753560449,C110,1.0
146,433,review_anchor,raw_feature,0.2095528354606884,drop,review,high,3.1628949766428853,0.03325976389650586,0.02621502113504229,0.007044742761463568,,,0.26944274727727496,0.1777621928376013,0.09716815981876221,0.13694366078824013,0.038302277432712216,0.02481420356971785,0.010211968446355238,0,,0,,,0,,,,,-0.009254732750807588,0.9924748529970844,-0.23541920509700734,-0.9137081353743344,-0.9137081353743344,-0.8689929023757841,-0.23541920509700734,0.4111208228780474,2.1537788569456557,3.1808566418075253,0.0,141,3,0.05890929567170667,0.5098343685300207,0.4639840182648402,0.17782484629793474,0.038302277432712216,0.02481420356971785,0.010211968446355238,1.0,high,,,,,,,1.268729242107941,0.056757539390019464,0.3776667341983541,0.07024647370636006,0.9648041684402385,0.24653274760080987,1,1,0,0,C111,1.0,1.0,0.009580302334503243,0.32240078649990167,0.24653274760080987,0.18082373117925057,0.0,0.9648041684402385,,,,3,3,0,0,0,1.0,0.2095528354606884,0,,drop,1170,83,0.12658701587093568,-0.2258389027625041,C111,1.0
147,482,review_anchor,raw_feature,0.20893694071248295,drop,review,high,2.365584517120424,0.038179972702402656,0.03394666694757619,0.004233305754826465,,,0.02398547207657562,0.18139878921621372,0.0810421171866955,0.1016479965315375,0.0,0.0,0.01015228426395939,0,,0,,,0,,,,,0.005144187524830372,0.9922821394372754,-0.07878867898233355,-1.1305600011941446,-1.1305600011941446,-1.1305600011941446,-0.07878867898233355,0.6796693574338181,1.8062981448285576,2.3326449485745715,0.0,142,1,0.038179972702402656,0.4642857142857143,0.4625,0.11450111003427595,0.0,0.0,0.01015228426395939,1.0,high,,,,,,,1.1247046068282331,0.06515383907443022,0.3712658268820629,0.06462251164500844,0.9544237952070495,0.2458081655440976,1,1,0,0,C112,1.0,1.0,-0.14605083763101095,0.07481836717570922,0.2458081655440976,0.1845229594317643,0.0,0.9544237952070495,,,,1,1,0,0,0,1.0,0.20893694071248295,0,,drop,1170,83,-0.07895216311000168,-0.2248395166133445,C112,1.0
148,223,review_anchor,raw_feature,0.208901681825446,drop,false_positive_risk,low,-1.087553722322252,0.050318705413727335,0.05255912790461179,-0.002240422490884457,,,-0.05103003924906597,0.195443880618495,0.0923488827103285,0.09226117574933895,0.0,0.032432432432432434,0.01015228426395939,0,,0,,,0,,,,,0.0019698711247240377,1.0203359056281465,-0.06375953869249609,-1.1208252233544214,-0.8753200936161422,-0.4633142874795651,-0.06375953869249609,0.3518616384016616,1.0443034690128847,1.778190417730344,0.0,143,1,0.050318705413727335,0.5714285714285714,0.5875,-0.026315350840231948,0.0,0.032432432432432434,0.01015228426395939,1.0,low,,,,,,,0.957373294036565,0.08586849604408801,0.3565268395265475,0.05758865674860157,0.9294350287520494,0.24576668450052472,1,0,0,0,,,1.0,-0.1262929959589562,-0.054953808390622694,0.24576668450052472,0.1988099447100923,0.0,0.9294350287520494,,,,1,1,0,0,0,1.0,0.208901681825446,0,,drop,1170,83,-0.02776806284249919,-0.1900525346514523,,
149,87,review_anchor,raw_feature,0.20822042014617279,drop,false_positive_risk,low,-1.9334339493653152,0.07838421635250058,0.09861631820385877,-0.020232101851358195,,,-0.12181716859959142,0.2487904593179536,0.09775512305632787,0.1764001319334253,0.0,0.010810810810810811,0.01015228426395939,0,,0,,,0,,,,,0.007413635676250923,0.910371115742947,0.3785300589878589,-1.9436191451990081,-1.375964230734535,-0.49852847113567905,0.3785300589878589,0.5520556176359536,0.6803136392454192,0.7633041238162476,0.0,144,1,0.07838421635250058,0.6071428571428571,0.7,-0.020202021766414845,0.0,0.010810810810810811,0.01015228426395939,1.0,low,,,,,,,0.794840222999052,0.13376208144551027,0.3155644876122238,0.05015538361047892,0.8675994458800097,0.244965200171968,1,0,0,0,,,1.0,-0.007544589506438215,0.01735255586480655,0.244965200171968,0.25307529355677455,0.0,0.8675994458800097,,,,1,1,0,0,0,1.0,0.20822042014617279,0,,drop,1170,83,-0.1045054667617449,0.3709854694814207,,
150,84,review_anchor,raw_feature,0.20775282323997238,drop,false_positive_risk,high,0.7972638715440982,0.06075811697283223,0.07059335195882843,-0.0098352349859962,,,-0.022276132250115127,0.06333973673755801,0.04676140459272989,0.09610861485370865,0.0,0.012796474208129653,0.013149890251892027,0,,0,,,0,,,,,-5.993391618794844e-05,1.006186930890086,-0.0029674786422147,-2.4106079818937483,-1.551034078705024,-0.6579187325149466,-0.0029674786422147,0.6321367675373954,1.684028175272381,2.3985204522244508,0.0,145,3,0.09002637291173081,0.48343685300207034,0.5314497716894978,0.10301169848301077,0.0,0.012796474208129653,0.013149890251892027,1.0,high,,,,,,,0.8606776032999209,0.10368327412303788,0.3392354363220454,0.0532444315399102,0.9052225931086255,0.2444150861646734,1,0,0,0,,,1.0,0.0396940153862215,-0.2977051153966943,0.2444150861646734,0.06443061567799256,0.0,0.9052225931086255,,,,3,3,0,0,0,1.0,0.20775282323997238,0,,drop,1170,83,-0.009184613582228426,0.0367265367440068,,
151,296,review_anchor,raw_feature,0.20775135101307257,drop,false_positive_risk,high,3.5470832137316144,0.05785353034838666,0.06593083596154253,-0.00807730561315588,,,-0.08311741611026123,0.18494122660110465,0.09162805066419526,0.16902532745998158,0.011904761904761904,0.009192870604526048,0.010211968446355238,0,,0,,,0,,,,,0.007368112313618819,1.014567767259289,-0.363111656519992,-0.9050826072769381,-0.8590650391491881,-0.6496430974524381,-0.363111656519992,0.2613851077923678,2.2013427726127865,3.5376188222911393,0.0,146,3,0.10998259113695068,0.593167701863354,0.6691780821917809,0.0019278279563288887,0.011904761904761904,0.009192870604526048,0.010211968446355238,1.0,high,,,,,,,0.8774881966024612,0.09872661868009253,0.34323778208244227,0.05401565717296131,0.911482406016646,0.24441335413302656,1,0,0,0,,,1.0,0.10444899618734399,-1.2427050546386256,0.24441335413302656,0.1881264070219391,0.0,0.911482406016646,,,,3,3,0,0,0,1.0,0.20775135101307257,0,,drop,1170,83,-0.09374552282738552,-0.258662660332648,,
38,106,review_anchor,raw_feature,0.20750550327971384,drop,monitor_first,low,-2.0004336506685174,0.017175891562902314,0.008422616343947285,0.008753275218955029,,,-0.04885058626693245,0.1698495396237265,0.062022448769436724,0.14039105801120882,0.07142857142857142,0.021621621621621623,0.01015228426395939,0,,0,,,0,,,,,0.005892682911716199,0.9909747955411519,-0.108003579038702,-2.1820611094663223,-1.2200084288211792,-0.4786718622995278,-0.108003579038702,0.3637560542023488,1.947520537225877,3.531285020249405,0.0,147,1,0.017175891562902314,0.39285714285714285,0.3,-0.002141486452468988,0.07142857142857142,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,2.039258451472192,0.029310531036047017,0.38155661609201225,0.0953186504447908,0.9886919417456504,0.24412412150554572,1,1,1,1,C038,1.0,1.0,-0.06739423332015021,0.23587981662051716,0.24412412150554572,0.1727748010056255,0.0,0.9886919417456504,,,,1,1,0,0,0,1.0,0.20750550327971384,0,,drop,1170,83,-0.09135801538733967,-0.1753978123588522,C038,1.0
152,3,review_anchor,raw_feature,0.20747445798431433,drop,false_positive_risk,low,-1.2009619320121359,0.043322676848339514,0.043365445038525956,-4.276819018644157e-05,,,-0.30027880218502445,0.2681575139917111,0.10797034291010195,0.18061149305518415,0.0,0.010810810810810811,0.01015228426395939,0,,0,,,0,,,,,0.011236283698249852,1.0119990586136403,-0.245182243494606,-1.2013739424535121,-1.0894784178518102,-0.7201027236133587,-0.245182243494606,0.4523154328432531,1.7663383223628648,3.725912171760452,0.0,148,1,0.043322676848339514,0.5357142857142857,0.4625,-0.056679820269175646,0.0,0.010810810810810811,0.01015228426395939,1.0,low,,,,,,,0.9990137725982416,0.0739298253996035,0.36153032402888857,0.05939369754447052,0.9417783075120304,0.2440875976286051,1,0,0,0,,,1.0,-0.10048454653005251,-0.816841511920636,0.2440875976286051,0.2727759004865098,0.0,0.9417783075120304,,,,1,1,0,0,0,1.0,0.20747445798431433,0,,drop,1170,83,-0.1512347274217798,-0.3456667900246585,,
153,28,review_anchor,raw_feature,0.20744326039682875,drop,review,low,-2.1922797916180636,0.02444071872915656,0.016440216439805054,0.008000502289351504,,,-0.8349603398061655,0.5227997478999946,0.20267737617135206,0.45199691675932485,0.05334521949324842,0.04693652239903327,0.010443599714500047,0,,0,,,0,,,,,0.02949002396653421,0.9974826506168794,-0.07268094799345065,-2.396968379998834,-1.6523065630784446,-0.5921632666048982,-0.07268094799345065,0.8246775310804602,1.6817221315078752,2.106517302292904,0.0,149,10,0.06351830497208524,0.7934905319910611,0.5703938356164384,-0.17789310116935925,0.05334521949324842,0.04693652239903327,0.010443599714500047,1.0,low,,,,,,,1.486642150889248,0.04170790449105453,0.37984274886282304,0.0781107150143145,0.9779276512637277,0.2440508945845044,1,1,0,0,C113,1.0,1.0,-0.32850880915920233,-0.5646142293603595,0.2440508945845044,0.5318037517753442,0.0,0.9779276512637277,,,,10,7,0,0,3,0.7,0.20744326039682875,0,,drop,1170,83,-0.42169903251282176,-0.401189757152653,C113,1.0
154,553,review_anchor,raw_feature,0.2071973713536328,drop,review,high,0.19272462065745652,0.03213434026484537,0.026989893541838183,0.0051444467230071875,,,0.5273360284216291,0.24524537871314306,0.10363505303264339,0.268597383901329,0.042713807931199235,0.01936617956428911,0.010172206595408701,0,,0,,,0,,,,,-0.02369334101717907,0.8481092277087475,-0.10084600104094604,-1.6054498533833843,-0.9648955019339749,-0.4309161464865074,-0.10084600104094604,0.2836041372570297,1.0389160618552922,1.4351800130034729,0.0,150,5,0.05535543123359996,0.7590062111801241,0.4468493150684932,0.15336003822442457,0.042713807931199235,0.01936617956428911,0.010172206595408701,1.0,high,,,,,,,1.190606410322907,0.05483701234409117,0.37334025674680194,0.06724173786766952,0.9637638382200412,0.24376161335721508,1,1,0,0,C114,1.0,1.0,0.03669315022287904,0.23216993306911204,0.24376161335721508,0.24946915722339422,0.0,0.9637638382200412,,,,5,5,0,0,0,1.0,0.2071973713536328,0,,drop,1170,83,0.20429054928450985,-0.064152850818067,C114,1.0
155,316,review_anchor,raw_feature,0.20602226203115862,drop,false_positive_risk,low,-1.7759562951706596,0.04472753137443954,0.04724663945958425,-0.0025191080851447124,,,-0.4725510638119461,0.4007400222493741,0.17751004016064256,0.32056525660487134,0.023461118907256134,0.05000664501417231,0.01032609090133906,0,,0,,,0,,,,,0.020752210529895024,1.0049551027942085,-0.1203553963759352,-1.945691976583904,-1.3949791782430632,-0.6361403198510676,-0.1203553963759352,0.5846287588898358,1.883612681680164,2.734403550450658,0.0,151,10,0.15933387837832255,0.7432213065520676,0.4675342465753425,-0.13701842480541299,0.023461118907256134,0.05000664501417231,0.01032609090133906,1.0,low,,,,,,,0.9466817510417941,0.07632719918585416,0.35589234526079155,0.05711900106044446,0.9365674833669507,0.24237913180136308,1,0,0,0,,,1.0,-0.2646619076612531,-0.587301838515911,0.24237913180136308,0.40764183260378783,0.0,0.9365674833669507,,,,10,9,1,0,0,0.9,0.20602226203115862,0,,drop,1170,83,-0.2901502796518953,-0.3850173040371883,,
156,58,review_anchor,raw_feature,0.20597251302057712,drop,review,high,2.1896112027473245,0.030856394939394384,0.026405468291656336,0.004450926647738046,,,0.23657196382168927,0.26585453022060573,0.13728761198640715,0.20922456801418324,0.0,0.009908114476974513,0.011373411271009624,0,,0,,,0,,,,,-0.010659359866617632,1.0070266716254166,-0.2836427795959482,-1.6611628254274005,-1.1990597963072205,-0.7166063019015534,-0.2836427795959482,0.8462504451675262,1.5582807827357836,2.2115012249717947,0.0,152,8,0.10552828251106987,0.6388093857415722,0.49631849315068494,-0.019845014851261195,0.0,0.009908114476974513,0.011373411271009624,1.0,high,,,,,,,1.1685607919759735,0.05265620816360221,0.3717612927816463,0.06637442356883358,0.9645484773991864,0.24232060355362015,1,1,0,0,C115,1.0,1.0,0.4471203677215908,0.22084678848939765,0.24232060355362015,0.2704332532020167,0.0,0.9645484773991864,,,,8,8,0,0,0,1.0,0.20597251302057712,0,,drop,1170,83,0.16598006957965386,0.1634775881256426,C115,1.0
157,425,review_anchor,raw_feature,0.2053149240126912,drop,false_positive_risk,high,1.8245191537095915,0.03866717363440323,0.0386972510431468,-3.0077408743569543e-05,,,0.25635995242878384,0.34349286283220676,0.18741633199464525,0.17542337678097664,0.015881565564628445,0.03465173707480919,0.010425360050051083,0,,0,,,0,,,,,-0.009206374604133266,1.005444454076003,-0.2503519318361473,-0.7458067512401171,-0.6573299467461311,-0.4307347429818446,-0.2503519318361473,0.06995058309846645,1.2334963240566024,2.5624253613397197,0.0,153,6,0.07855804846788161,0.519103024351503,0.33958333333333335,-0.013018723518290212,0.015881565564628445,0.03465173707480919,0.010425360050051083,1.0,high,,,,,,,0.9992227507656801,0.06598524383650015,0.36155921762159415,0.05940266122730398,0.9480457436015642,0.2415469694266955,1,0,0,0,,,1.0,0.09257079310869659,-0.03542853963888426,0.2415469694266955,0.3494087246521856,0.0,0.9480457436015642,,,,6,6,0,0,0,1.0,0.2053149240126912,0,,drop,1170,83,0.12091581100697901,-0.1577811387274507,,
39,88,review_anchor,raw_feature,0.20494733927611364,drop,monitor_first,high,2.2212167940243046,0.020024001090705852,0.013051160514142962,0.0069728405765628896,,,0.19685277140044444,0.15242228004300112,0.09962928637627433,0.1344512079931214,0.0,0.00662442449594741,0.010506376225226094,0,,0,,,0,,,,,-0.006975603601726325,1.0003185400995709,0.0311100448235318,-2.7621060478039676,-1.8089309645767528,-0.5977979866346055,0.0311100448235318,0.6340020432804768,1.492962248434691,2.217183695245802,0.0,154,8,0.12396302098034055,0.6370537632363521,0.37666952054794517,0.11531717713242834,0.0,0.00662442449594741,0.010506376225226094,1.0,high,,,,,,,1.5342697738646869,0.034170808734181296,0.37750303171442806,0.07973754952613797,0.982477738821993,0.2411145167954278,1,1,1,1,C039,1.0,1.0,-0.059189120178220506,-0.047126239235311784,0.2411145167954278,0.15504739760610167,0.0,0.982477738821993,,,,8,8,0,0,0,1.0,0.20494733927611364,0,,drop,1170,83,0.09833079775920706,-0.0280790753546887,C039,1.0
158,0,review_anchor,raw_feature,0.20485385156821487,drop,review,low,-2.13964623390288,0.02619596579413268,0.0209859191972893,0.005210046596843379,,,-0.21688551242390536,0.4152276251324618,0.1877149624137576,0.3047220852846911,0.006529229729026889,0.02531621541567962,0.010379472671926602,0,,0,,,0,,,,,0.007527423893436662,0.9842045702797194,-0.02654051226281555,-2.2319047279157576,-1.4892120808295914,-0.5982876156991017,-0.02654051226281555,0.5857477484932939,1.5897803741856915,2.7919474790263084,0.0,155,8,0.11887300614775989,0.5615327399460149,0.42876712328767125,-0.07100774466411136,0.006529229729026889,0.02531621541567962,0.010379472671926602,1.0,low,,,,,,,1.2482639215306017,0.04470322053537751,0.37348961051549556,0.0694694645494368,0.9718246697803637,0.2410045312567234,1,1,0,0,C116,1.0,1.0,-0.3215931475295564,0.792978363734119,0.2410045312567234,0.42237895058903047,0.0,0.9718246697803637,,,,8,8,0,0,0,1.0,0.20485385156821487,0,,drop,1170,83,-0.11906898517712831,-0.348133659792372,C116,1.0
159,525,review_anchor,raw_feature,0.20430697007237875,drop,false_positive_risk,low,-1.1720496078496263,0.04560704635319964,0.05067581860096276,-0.005068772247763125,,,-0.07198845480445205,0.20165198188309388,0.1286273298321491,0.12410321940213588,0.0,0.0055298425326337705,0.010425360050051083,0,,0,,,0,,,,,0.003904458864029039,1.014597007048068,-0.09708507477132605,-1.1693186690543256,-0.9315686582634269,-0.47519957054871087,-0.09708507477132605,0.31206464809662715,1.1759955246100426,2.0824254976503243,0.0,156,6,0.1293053667065805,0.7124182232574728,0.40625,-0.1071871468683689,0.0,0.0055298425326337705,0.010425360050051083,1.0,low,,,,,,,0.899976509749626,0.07782808494699249,0.3500874262979758,0.05503663342870618,0.9319635270769109,0.24036114126162206,1,0,0,0,,,1.0,-0.08117394378833645,0.08368491835600222,0.24036114126162206,0.20512496601065056,0.0,0.9319635270769109,,,,6,6,0,0,0,1.0,0.20430697007237875,0,,drop,1170,83,-0.05587306178230297,-0.1782590185596625,,
160,NA_85,review_anchor,raw_feature,0.2042936180094207,drop,false_positive_risk,flat,,0.041363978469141326,0.044035402078606775,-0.0026714236094654495,,,0.0008274317202962145,0.05994815571191823,0.03088250437648028,0.030882504376480283,,,,0,,0,,,0,,,,,0.8606837606837607,0.3464243023451245,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,157,1,0.041363978469141326,0.8571428571428571,0.9125,-0.07280280129856542,,,,1.0,flat,,,,,,,0.9393346379647735,0.07058732120274756,0.35554556261842474,0.05679476100868649,0.940878834838959,0.24034543295225966,1,0,0,0,,,0.0,0.0,0.0,0.24034543295225966,0.060980622595305914,0.0,0.940878834838959,,,,1,1,0,0,0,1.0,0.2042936180094207,0,,drop,1170,83,0.891566265060241,1.0,,
161,81,review_anchor,raw_feature,0.2039892143736003,drop,review,low,-0.29270826595257937,0.023784362213371855,0.018528658282074208,0.005255703931297649,,,0.005896492714978663,0.14972463349923198,0.0875604984038719,0.17228689430035052,0.004078249336870027,0.015536066535862541,0.010379472671926602,0,,0,,,0,,,,,-0.0005950941757300119,0.9835072402234221,0.09131242294898495,-2.9557915771417727,-2.076567549247409,-0.3414050951139564,0.09131242294898495,0.5295830584036054,1.4070888103488493,2.2813357630802478,0.0,158,8,0.05697513929078316,0.5688746713558757,0.3616438356164383,0.01825381879003298,0.004078249336870027,0.015536066535862541,0.010379472671926602,1.0,low,,,,,,,1.2836526990398622,0.040587836985029324,0.3735935603338485,0.0708086678883558,0.9751237455592762,0.23998731102776505,1,1,0,0,C117,1.0,1.0,-0.02981143344257265,0.12679691486582212,0.23998731102776505,0.15230329040501203,0.0,0.9751237455592762,,,,8,8,0,0,0,1.0,0.2039892143736003,0,,drop,1170,83,-0.005745206757299043,0.0615009895064123,C117,1.0
162,165,review_anchor,raw_feature,0.20363748232550605,drop,review,low,-0.2801359549353581,0.020894336574878006,0.01510329192882513,0.0057910446460528765,,,0.7703423570314085,0.2894612362542196,0.0775821233652559,0.4256102264054217,0.029622551361681793,0.028242130991048962,0.010397940229720213,0,,0,,,0,,,,,-0.02643820119427878,0.8917282269751923,-0.1572813667047511,-0.5260534477818719,-0.45296043608977493,-0.29984789289435965,-0.1572813667047511,0.0223915156163993,0.3313507545642903,7.0763228359966055,0.0,159,5,0.07613148232935874,0.8779503105590063,0.5242465753424657,0.13213275094353263,0.029622551361681793,0.028242130991048962,0.010397940229720213,1.0,low,,,,,,,1.3834292996085493,0.035656029756168835,0.3748123912340948,0.07447560529459783,0.9797225828662687,0.23957350861824242,1,1,0,0,C118,2.0,1.0,-0.005207909632497204,6.789161194664052,0.23957350861824242,0.294446529578223,0.0,0.9797225828662687,,,,5,3,0,0,2,0.6,0.20363748232550605,0,,drop,1170,83,0.37967735699459393,-0.1624892763372483,C118,2.0
163,490,review_anchor,raw_feature,0.20328774967659005,drop,false_positive_risk,high,2.128151430957641,0.05836997274046688,0.0724062081883658,-0.014036235447898908,,,-0.050822106030027035,0.11541732868091552,0.08138193800844404,0.13390696903641902,0.012409343342406223,0.008856681273445008,0.010425360050051083,0,,0,,,0,,,,,0.0069005912028269655,1.003682456266795,-0.1440496038036413,-1.6868263493003757,-1.3875617939466878,-0.7196879475559375,-0.1440496038036413,0.589564750031792,1.8121046971952603,2.8562834775417247,0.0,160,6,0.14649405254909278,0.5801079841013919,0.4145833333333333,-0.0470133827506067,0.012409343342406223,0.008856681273445008,0.010425360050051083,1.0,high,,,,,,,0.8061459673266766,0.099607923776015,0.32967085617002534,0.05069381848013909,0.9027886838560569,0.2391620584430471,1,0,0,0,,,1.0,-0.07729502516236991,-0.35831429438322404,0.2391620584430471,0.11740512243732004,0.0,0.9027886838560569,,,,6,6,0,0,0,1.0,0.20328774967659005,0,,drop,1170,83,-0.09727339406394801,-0.2213446289660112,,
164,334,review_anchor,raw_feature,0.20294097687978174,drop,false_positive_risk,low,-0.6699857487616372,0.036195989858335297,0.037598459032841626,-0.0014024691745063375,,,0.3065547933818995,0.18216505263046215,0.08517145505097312,0.18578697332598093,0.038302277432712216,0.0036036036036036037,0.010211968446355238,0,,0,,,0,,,,,-0.01268732444243701,0.9263264992097562,-0.22028275389262075,-0.6677345660471463,-0.5848148210068517,-0.4385765738056649,-0.22028275389262075,0.20992358060105204,0.9697243355139812,1.5849938424021452,0.0,161,3,0.04945886494784634,0.5957556935817805,0.6138127853881278,-0.06340711479879764,0.038302277432712216,0.0036036036036036037,0.010211968446355238,1.0,low,,,,,,,0.9626987591890057,0.06176818712657901,0.35843464023517196,0.05782163630346908,0.9495209626492505,0.23875409044680207,1,0,0,0,,,1.0,0.022600456385637846,0.11193873103945318,0.23875409044680207,0.18530241994256672,0.0,0.9495209626492505,,,,3,3,0,0,0,1.0,0.20294097687978174,0,,drop,1170,83,0.16534734380358193,-0.1976822975069829,,
165,31,review_anchor,raw_feature,0.20289598709980228,drop,false_positive_risk,high,1.5963465240206844,0.040011107919915995,0.043560319011659375,-0.003549211091743383,,,-0.16679434121182407,0.2417923782207697,0.11847389558232932,0.23174365902970664,0.0,0.0017499297687049349,0.010379472671926602,0,,0,,,0,,,,,0.013276080265425145,1.010162433619825,-0.45355803578927,-0.8713176977872314,-0.7522887589021554,-0.5801420046418818,-0.45355803578927,-0.24756251426065348,1.874126227915408,1.9419763517272994,0.0,162,8,0.10594069898796044,0.7471087176124822,0.6499143835616438,-0.06123717495812853,0.0,0.0017499297687049349,0.010379472671926602,1.0,high,,,,,,,0.9185219215039863,0.06827865768588715,0.35354706992440477,0.055869549658998235,0.941516673104091,0.23870116129388505,1,0,0,0,,,1.0,0.009676393061868294,-0.08545929833967159,0.23870116129388505,0.24595668686719674,0.0,0.941516673104091,,,,8,8,0,0,0,1.0,0.20289598709980228,0,,drop,1170,83,-0.18178969310012272,-0.4438816427274017,,
166,423,review_anchor,raw_feature,0.20273955622227327,drop,false_positive_risk,high,2.2322472799607684,0.05582145702359468,0.06897371913095013,-0.01315226210735544,,,0.1900352586827553,0.2778981248411389,0.13495005663680362,0.2396271714368368,0.0026041666666666665,0.014002445249101854,0.010379472671926602,0,,0,,,0,,,,,-0.014787558908503516,0.9950249029252863,-0.2464919927686029,-1.364760370993508,-1.1322477574588705,-0.6657731382364435,-0.2464919927686029,0.4451552767883082,1.7932484402390036,3.5454820809495957,0.0,163,8,0.15163527923700498,0.47346088002244296,0.4163313356164383,-0.10992015602075077,0.0026041666666666665,0.014002445249101854,0.010379472671926602,1.0,high,,,,,,,0.8093148771289945,0.09525890068503468,0.3316834324466887,0.05084413280589079,0.9073970839818167,0.2385171249673803,1,0,0,0,,,1.0,0.10685671635254079,0.5500802694381539,0.2385171249673803,0.282684270594026,0.0,0.9073970839818167,,,,8,8,0,0,0,1.0,0.20273955622227327,0,,drop,1170,83,0.20342186880349952,-0.1396352764160621,,
167,571,review_anchor,raw_feature,0.20266228575399478,drop,review,high,1.9400146485749705,0.024213148337059672,0.02030194299235524,0.003911205344704432,,,-0.13189084979475965,0.36315560540474046,0.1637009576768613,0.29612109280244603,0.0,0.005938938113050304,0.011947700405601074,0,,0,,,0,,,,,0.004846152031593081,0.9756345666866321,0.0280982101774342,-3.6870165959946655,-1.6069449766845672,-0.434745902981411,0.0280982101774342,0.6749164955738104,1.3203349774857684,1.8692942738352456,0.0,164,6,0.05841661034218829,0.6559079039809262,0.39166666666666666,-0.1904428198783833,0.0,0.005938938113050304,0.011947700405601074,1.0,high,,,,,,,1.1926517745704048,0.04131955731175305,0.37053248842672376,0.06732176323676206,0.9727429643404076,0.2384262185341115,1,1,0,0,C119,1.0,1.0,0.34067944542799583,-0.01492517741176047,0.2384262185341115,0.3694101120137312,0.0,0.9727429643404076,,,,6,6,0,0,0,1.0,0.20266228575399478,0,,drop,1170,83,-0.06831322743330434,0.3687776556054301,C119,1.0
