anchor_rank,feature,n_models,mean_tp_mean_positive_shap,max_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_tn_smd,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,appeared_in_topn_models,avg_rank,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,recommendation,redundancy_cluster,cluster_size,dominant_monitor_direction_all,mean_suggested_threshold,threshold_defined_rate,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,mean_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,overall_anchor_score,anchor_recommendation
70,19,8,0.14738904522014018,0.28798871217152194,0.1501470013280156,-0.002757956107875426,0.9402398190179851,0.7588398972602739,0.1252956180319858,0.08968045219164163,0.0024509803921568627,0.003094552232483267,0.010743543614243031,1.0,low,1.0,10.0,10.0,10.0,0.28798871217152194,0.28798871217152194,supervised,RFERF,0.9816316271155473,0.2515183080003255,0.35534855073415994,0.05864482709178422,0.7984152467121176,0.2987823785099468,1,0,0,0,false_positive_risk,,,low,-1.2034037299722657,1.0,0.0024509803921568627,0.003094552232483267,0.010743543614243031,0.14916074554628772,0.14825527019736984,0.25557604522971794,-0.008407032593958995,0.01807512007701606,0.2987823785099468,0.2599777453279649,0.0,0.7984152467121176,0.2987823785099468,review_anchor
71,122,10,0.12951842608512482,0.3728491445498552,0.12253293505811355,0.006985491027011242,0.7835626066249357,0.5584931506849314,-0.5242582707535238,-0.163388657218055,0.009069537629375356,0.01780635762131816,0.011969771692570987,1.0,low,2.0,8.5,7.0,10.0,0.19210034890796118,0.3728491445498552,supervised,"RFERF,RFEXGB",1.0570090892191415,0.22102222953639425,0.3775318334839993,0.061846012098872916,0.8354894119439129,0.29758658547392336,1,1,0,0,review,C064,1.0,low,-1.7194994336662455,1.0,0.009069537629375356,0.01780635762131816,0.011969771692570987,0.1982494078879621,0.414086425601271,0.4929743250458821,-0.49630995346965345,-1.4925303232410498,0.29758658547392336,0.5014646557145382,0.1111111111111111,0.8354894119439129,0.29758658547392336,review_anchor
72,137,6,0.1466381879386828,0.38092539479770604,0.1557591735258634,-0.009120985587180596,0.7291174891707346,0.55625,0.28305800303401735,0.08802130974064455,0.021833946517009397,0.017677029035693154,0.010425360050051083,1.0,high,1.0,10.0,10.0,10.0,0.28616069220539325,0.28616069220539325,supervised,RFERF,0.941441743810575,0.2502369756414666,0.3408615955394642,0.05688787647501971,0.7908804419014592,0.29281888840357573,1,0,0,0,false_positive_risk,,,high,2.2439062472717017,1.0,0.021833946517009397,0.017677029035693154,0.010425360050051083,0.168746781999794,0.23509813105062985,0.3397558192192176,0.3986037501217967,-0.2531230094372474,0.29281888840357573,0.345607319196428,0.0,0.7908804419014592,0.29281888840357573,review_anchor
73,133,8,0.11658352120059237,0.4215725858877641,0.11083796140586999,0.005745559794722382,0.7944973312336505,0.4171875,0.28936453243878646,0.09445494523972227,0.0,0.006945754482669711,0.01423570407334411,1.0,high,1.0,9.0,9.0,9.0,0.2958462269196339,0.2958462269196339,supervised,RFERF,1.0518374726659137,0.19894891068258444,0.37470883411473754,0.061630157816495966,0.8511908802219604,0.2894373340929503,1,1,0,0,review,C065,1.0,high,2.1469719020373548,1.0,0.0,0.006945754482669711,0.01423570407334411,0.15659561322211923,0.29254310872665173,0.3435223531101147,0.1374309875024852,-0.012712671204197612,0.2894373340929503,0.34943872283121175,0.0,0.8511908802219604,0.2894373340929503,review_anchor
74,522,1,0.11161626932698311,0.11161626932698311,0.10357757505528395,0.008038694271699162,0.4642857142857143,0.475,0.19453465844895312,0.10674201847305677,0.0,0.005405405405405406,0.01015228426395939,1.0,high,,,,,,,,,1.0776103733593738,0.19047233235347177,0.3799297020254426,0.06270052060065365,0.8609385486956065,0.2888018025387129,1,1,0,0,review,C066,1.0,high,2.6793316905919844,1.0,0.0,0.005405405405405406,0.01015228426395939,0.11834002677376171,0.15657063543610272,0.2729190604471835,0.1253008115470526,0.2516491515050219,0.2888018025387129,0.27761945345195077,0.0,0.8609385486956065,0.2888018025387129,review_anchor
75,548,1,0.09430757437109367,0.09430757437109367,0.0784721899859521,0.01583538438514158,0.6785714285714286,0.6,0.06991159272336066,-0.1001131876485117,0.03571428571428571,0.0,0.01015228426395939,1.0,low,,,,,,,,,1.2017961316993497,0.1609351733163346,0.39768072780769326,0.06767862788808013,0.8946446021674467,0.2866784734632025,1,1,0,0,review,C067,1.0,low,-1.2298258710883863,1.0,0.03571428571428571,0.0,0.01015228426395939,0.0714859437751004,0.10635063586976658,0.1678283517071878,-0.06037995807318153,-0.054431635470925555,0.2866784734632025,0.17071880285073754,0.0,0.8946446021674467,0.2866784734632025,review_anchor
76,416,8,0.1273343088651721,0.28135624496247996,0.13240160871521467,-0.005067299850042587,0.6774863828926412,0.589041095890411,-0.2272762618486971,-0.09054445155158272,0.0,0.005730698761678937,0.01129492263364084,1.0,low,,,,,,,,,0.9617278075454361,0.21729504976657907,0.3500907785627854,0.057779206067257075,0.8222399022843806,0.2857250849173567,1,0,0,0,false_positive_risk,,,low,-2.146581864083087,1.0,0.0,0.005730698761678937,0.01129492263364084,0.1340335701781485,0.27343336676048957,0.29453910960502167,-0.2884428292293829,-0.4197432734107165,0.2857250849173567,0.29961185743051016,0.0,0.8222399022843806,0.2857250849173567,review_anchor
77,488,8,0.07395987388475114,0.18550723356626295,0.04940136936332656,0.02455850452142459,0.5711587624901189,0.3897688356164384,-0.29975480573567204,-0.2814322368742845,0.2604495625423121,0.15447638844501443,0.1376620263897606,1.0,low,,,,,,,,,1.4971219388840618,0.12621197397422407,0.41754099263646466,0.07847133492966905,0.9336745804637552,0.2848088124129384,1,1,0,0,review,C068,1.0,low,-1.395282106447686,1.0,0.2604495625423121,0.15447638844501443,0.1376620263897606,0.14374420759962928,0.20564361691499292,0.27637088238092394,-0.16815865003797426,0.02599811771530458,0.2848088124129384,0.2811307249515972,0.0,0.9336745804637552,0.2848088124129384,review_anchor
78,130,10,0.10459101250535077,0.2820210117135518,0.09699994235809022,0.007591070147260554,0.7868780303610314,0.5414041095890412,0.4143288347726951,0.1778139882795044,0.03144197011061373,0.027476871035026062,0.011617933705273965,1.0,high,,,,,,,,,1.0782585016312376,0.178483783907381,0.378910578877279,0.06272726625205564,0.8697695639856515,0.2845890968751124,1,1,0,0,review,C069,1.0,high,1.5781998850977736,1.0,0.03144197011061373,0.027476871035026062,0.011617933705273965,0.17769539697250541,0.3623853664411778,0.42470901011641643,0.22254869714674724,0.03353473518649519,0.2845890968751124,0.4320236302713512,0.0,0.8697695639856515,0.2845890968751124,review_anchor
79,542,1,0.10287670148649834,0.10287670148649834,0.09567979557990496,0.007196905906593387,0.7857142857142857,0.75,-0.3820747939364111,-0.22298089355653422,,,,1.0,flat,,,,,,,,,1.0752186588921278,0.17555832492090026,0.3780131699131263,0.0626017518925963,0.8715419700958668,0.2833018283304039,1,1,0,0,review,C070,1.0,flat,,0.0,,,,0.14169498506847905,0.27216528874332147,0.37295171820381245,0.0,-0.4014134118096149,0.2833018283304039,0.3793749399622663,0.0,0.8715419700958668,0.2833018283304039,review_anchor
80,45,1,0.20768530324225096,0.20768530324225096,0.26757919369034566,-0.059893890448094705,0.5357142857142857,0.5125,-0.1712810128629237,-0.14130420869309696,0.10714285714285714,0.021621621621621623,0.01015228426395939,1.0,low,,,,,,,,,0.7761638727508592,0.3544134232636139,0.22526496028626225,0.04925845130239644,0.6407528271097458,0.28327183036277814,1,0,0,0,false_positive_risk,,,low,-1.8445060728365184,1.0,0.10714285714285714,0.021621621621621623,0.01015228426395939,0.05927298939347132,0.12458248696145673,0.1569155740855513,0.044948996817857696,0.32040807854550724,0.28327183036277814,0.1596180781377133,0.0,0.6407528271097458,0.28327183036277814,review_anchor
81,78,1,0.08905524714746973,0.08905524714746973,0.0774956328212261,0.011559614326243639,0.5357142857142857,0.675,-0.10156073491570866,0.17203785107606123,0.03571428571428571,0.005405405405405406,0.01015228426395939,1.0,low,,,,,,,,,1.149164719422453,0.15197211602549723,0.38794591682378443,0.0656040245196312,0.8959557108368282,0.2798889974449433,1,1,0,0,review,C071,1.0,low,-1.854617815096373,1.0,0.03571428571428571,0.005405405405405406,0.01015228426395939,0.14715271341777367,0.2510020146260517,0.3709801742016525,-0.2102029167850786,0.007315885829280999,0.2798889974449433,0.37736944072216455,0.0,0.8959557108368282,0.2798889974449433,review_anchor
82,566,3,0.10833915347329137,0.1278153397908961,0.10845173477965635,-0.00011258130636498016,0.4663561076604555,0.4719178082191781,0.05048929560715574,-0.08853287576330156,0.0,0.01748358528019545,0.010211968446355238,1.0,high,,,,,,,,,0.9989619224939674,0.18487995855519876,0.3613713778084805,0.059391473397247894,0.8543945865995749,0.2796811501040307,1,0,0,0,false_positive_risk,,,high,1.2076494347886912,1.0,0.0,0.01748358528019545,0.010211968446355238,0.113304500051488,0.1611173577909504,0.22038842081506163,0.2119092750674231,-0.07724133950866374,0.2796811501040307,0.22418409631619174,0.0,0.8543945865995749,0.2796811501040307,review_anchor
83,472,1,0.12014704439927437,0.12014704439927437,0.1277594651968164,-0.007612420797542041,0.4642857142857143,0.55,-0.08296108935164513,-0.042055176509683885,0.03571428571428571,0.032432432432432434,0.01015228426395939,1.0,low,,,,,,,,,0.9404159935562119,0.2050300364820881,0.34429620331346056,0.0568425600047899,0.8284723634564749,0.27951662393347887,1,0,0,0,false_positive_risk,,,low,-1.9863700588110071,1.0,0.03571428571428571,0.032432432432432434,0.01015228426395939,0.045371228503758625,0.07632378421642169,0.10818342680357196,-0.0441191679212522,-0.05327298271781933,0.27951662393347887,0.11004663350575708,0.0,0.8284723634564749,0.27951662393347887,review_anchor
84,NA_578,1,0.13400146398143528,0.13400146398143528,0.15075164697911456,-0.016750182997679275,0.5,0.5625,-0.22983960551464291,-0.19129580475748717,0.5,0.40540540540540543,0.38781725888324875,1.0,low,,,,,,,,,0.8888888888888897,0.22867250031939046,0.3234919068688639,0.05453477124026284,0.7976034599742853,0.2791838724338965,1,0,0,0,false_positive_risk,,,low,0.0,1.0,0.5,0.40540540540540543,0.38781725888324875,0.05518484193182988,0.055184841931829876,0.11353817369681482,0.0,0.0,0.2791838724338965,0.11549360340020058,0.0,0.7976034599742853,0.2791838724338965,review_anchor
85,107,8,0.08188717449534592,0.18577003816661364,0.06853576159194191,0.013351412903404008,0.621096280432559,0.42585616438356166,-0.3530165410608726,-0.25010540075848786,0.028492658499989394,0.04072404982743121,0.01063366746758862,1.0,low,,,,,,,,,1.1948094336924069,0.139739853428282,0.3920253739109573,0.0674061013003855,0.9079850781586613,0.2777832816205432,1,1,0,0,review,C072,1.0,low,-2.5619746340136205,1.0,0.028492658499989394,0.04072404982743121,0.01063366746758862,0.08586139429512923,0.21035493219869172,0.16717548807829133,0.0,-0.31885653142569614,0.2777832816205432,0.17005469517157465,0.0,0.9079850781586613,0.2777832816205432,review_anchor
86,46,1,0.19746855065149843,0.19746855065149843,0.257537462136136,-0.060068911484637555,0.42857142857142855,0.4875,-0.2662400363035965,-0.20706410524907906,0.03571428571428571,0.016216216216216217,0.01015228426395939,1.0,low,,,,,,,,,0.7667566070334081,0.3369786110559229,0.22486648312647983,0.04880308900071463,0.6542346812928757,0.2774354752897436,1,0,0,0,false_positive_risk,,,low,-1.8766894927581717,1.0,0.03571428571428571,0.016216216216216217,0.01015228426395939,0.060591082277829264,0.0911474808365685,0.14153687360638462,-0.08086441001534254,-0.2736009380823974,0.2774354752897436,0.14397451548279297,0.0,0.6542346812928757,0.2774354752897436,review_anchor
87,467,1,0.12138909971824967,0.12138909971824967,0.13394602885574702,-0.012556929137497355,0.6428571428571429,0.55,0.6133837630276991,0.16309750965439038,0.03571428571428571,0.021621621621621623,0.01116751269035533,1.0,high,,,,,,,,,0.9062538154750335,0.20714959463381416,0.3330388500332815,0.05531946810619027,0.8201663906574523,0.27585202555049343,1,0,0,0,false_positive_risk,,,high,2.030967650611112,1.0,0.03571428571428571,0.021621621621621623,0.01116751269035533,0.12190299660179178,0.2480236327834007,0.3270190748583245,0.024651250249377844,-0.07780011314112983,0.27585202555049343,0.332651214179671,0.0,0.8201663906574523,0.27585202555049343,review_anchor
88,33,10,0.06905662899631185,0.18815248583260127,0.05224303125294344,0.016813597743368405,0.6797488880802003,0.4322945205479452,0.5655807021611312,0.19836549737199505,0.0513835080412821,0.029342377115049407,0.011667854608349643,1.0,high,,,,,,,,,1.3218342684206539,0.11784462308861716,0.39990786397570494,0.07223048001590977,0.929859414620419,0.27454224589338216,1,1,0,0,review,C073,1.0,high,2.0858661559360754,1.0,0.0513835080412821,0.029342377115049407,0.011667854608349643,0.19950571516836577,0.3454521891978126,0.45660314345315295,0.039108530209560094,0.023519341391192383,0.27454224589338216,0.46446706551827116,0.0,0.929859414620419,0.27454224589338216,review_anchor
89,497,1,0.10359629969630753,0.10359629969630753,0.10658733406468276,-0.0029910343683752366,0.4642857142857143,0.5375,0.229197645193157,0.023967846124739917,0.03571428571428571,0.005405405405405406,0.01015228426395939,1.0,high,,,,,,,,,0.9719381820117565,0.17678631390679092,0.35481789244824435,0.058224348721559745,0.8568976985820557,0.2744945328997072,1,0,0,0,false_positive_risk,,,high,3.030289124631786,1.0,0.03571428571428571,0.005405405405405406,0.01015228426395939,0.11409741530223458,0.16773630172049722,0.2716705513162255,0.03245743147671046,-0.0013129768900894678,0.2744945328997072,0.27634944166897596,0.0,0.8568976985820557,0.2744945328997072,review_anchor
90,248,1,0.08596983248007792,0.08596983248007792,0.07842779121330799,0.007542041266769925,0.4642857142857143,0.5625,0.2398281949585177,0.5826627996194058,0.03571428571428571,0.0,0.01015228426395939,1.0,high,,,,,,,,,1.0961654172595154,0.14670687887396613,0.3787989529297293,0.06346293269692828,0.8947042111876109,0.274485445086652,1,1,0,0,review,C074,1.0,high,1.255003323931621,1.0,0.03571428571428571,0.0,0.01015228426395939,0.08524353825558645,0.15252988540875154,0.2152243445920089,0.007516993048629211,0.14808476305799445,0.274485445086652,0.2189310809486353,0.0,0.8947042111876109,0.274485445086652,review_anchor
91,65,8,0.0866954700024597,0.1913778229880052,0.08019798368792724,0.006497486314532455,0.6657428781636439,0.475,0.8653564307719522,0.17933800435129213,0.24653435308310076,0.14285672279803902,0.010347160992285534,1.0,high,5.0,4.8,3.0,6.0,0.030255305389412523,0.06298799756210248,supervised,"ANOVA,RFERF",1.081018075713923,0.14794517390178463,0.37642077429002985,0.06284104951067919,0.8923275815505752,0.27390526990491615,1,1,0,0,review,C075,1.0,high,1.7597326744415551,1.0,0.24653435308310076,0.14285672279803902,0.010347160992285534,0.21598187622284007,0.4330670837104632,0.5362512777615185,0.2534215109192899,1.1415165542955157,0.27390526990491615,0.5454869528025277,0.4444444444444444,0.8923275815505752,0.27390526990491615,review_anchor
92,181,1,0.09009812698375118,0.09009812698375118,0.08583307464551725,0.004265052338233932,0.6428571428571429,0.625,-0.2844170829676996,-0.26828193052148996,0.03571428571428571,0.005405405405405406,0.01116751269035533,1.0,low,,,,,,,,,1.0496900799120643,0.15375178269934933,0.371338105555752,0.061540369477799096,0.8847620064115891,0.27368641928318405,1,1,0,0,review,C076,1.0,low,-1.6441958578486946,1.0,0.03571428571428571,0.005405405405405406,0.01116751269035533,0.10689939244156112,0.15179875329620618,0.25119962968391585,-0.1930534395993993,-0.16014660330405062,0.27368641928318405,0.255525956252063,0.0,0.8847620064115891,0.27368641928318405,review_anchor
93,460,8,0.07833199756380066,0.31475249083210305,0.06764823375641629,0.010683763807384363,0.5933083642675538,0.4093321917808219,0.35898044217764447,0.13622781545525897,0.030943638892146255,0.015411984412228144,0.010379472671926602,1.0,high,,,,,,,,,1.1579311567224921,0.13367297047148902,0.385951834089258,0.06595307901687936,0.9091766575986642,0.27336301997861534,1,1,0,0,review,C077,1.0,high,2.4436163755993308,1.0,0.030943638892146255,0.015411984412228144,0.010379472671926602,0.169622078055813,0.2151311922193433,0.3315031700821427,0.07814947460366825,0.3447191668320242,0.27336301997861534,0.33721253746439567,0.0,0.9091766575986642,0.27336301997861534,review_anchor
94,500,1,0.06787609185548334,0.06787609185548334,0.05166717334777153,0.016208918507711806,0.39285714285714285,0.3125,0.07293424372317474,0.1788459593122783,0.0,0.0,0.01015228426395939,1.0,high,,,,,,,,,1.3137179268277295,0.11583004524974698,0.3985311673844648,0.07193020905643471,0.9306325514311193,0.27334066526963713,1,1,0,0,review,C078,1.0,high,2.278259271059122,1.0,0.0,0.0,0.01015228426395939,0.06526619297703636,0.0447902649235823,0.12499557704551505,0.0,-0.04435419553565767,0.27334066526963713,0.1271483337456477,0.0,0.9306325514311193,0.27334066526963713,review_anchor
95,30,3,0.09121947806890861,0.20061901787245087,0.08869167094565007,0.002527807123258526,0.5098343685300207,0.5239155251141553,0.3488744536625015,0.043705058774829886,0.038302277432712216,0.019164486055593555,0.010211968446355238,1.0,high,,,,,,,,,1.0285010655037445,0.1556653599750001,0.36738285221716516,0.0606493214087401,0.8809241047231429,0.27270327440921194,1,1,0,0,review,C079,1.0,high,2.168779734317327,1.0,0.038302277432712216,0.019164486055593555,0.010211968446355238,0.1169189578828133,0.18589240840562782,0.24039489204067888,0.20549490426434866,-0.17759559609415243,0.27270327440921194,0.24453513225357693,0.0,0.8809241047231429,0.27270327440921194,review_anchor
96,586,8,0.083531301138621,0.17928846820415992,0.07664336695645785,0.0068879341821631605,0.5522143203810183,0.3646190068493151,0.08770990473176478,0.10080236341660975,0.02814476696956413,0.02046588112300941,0.013168305637549746,1.0,high,,,,,,,,,1.0898699320722207,0.14254554330053237,0.3773097220440246,0.0632050152691751,0.8970999481680132,0.27256213180405664,1,1,0,0,review,C080,1.0,high,0.9789222474368863,1.0,0.02814476696956413,0.02046588112300941,0.013168305637549746,0.11289259602512615,0.14947786270987584,0.18621468936553992,0.18949423584040598,-0.010710543764893554,0.27256213180405664,0.18942180220641122,0.0,0.8970999481680132,0.27256213180405664,review_anchor
97,269,3,0.07819706247387205,0.08678730240665253,0.06906479963235164,0.009132262841520425,0.4953416149068323,0.3262557077625571,-0.020202053107139472,0.11574964920262443,0.0,0.009253321117727897,0.011440402255349232,1.0,high,,,,,,,,,1.1322274572594668,0.1334427047454439,0.38241947186304176,0.06492557973119494,0.9072748008843059,0.27181551949175964,1,1,0,0,review,C081,1.0,high,1.3144242557851777,1.0,0.0,0.009253321117727897,0.011440402255349232,0.07186695499948512,0.11915490517974704,0.12179176991276781,-0.011891249949228355,-0.1982249746081901,0.27181551949175964,0.12388934852233137,0.0,0.9072748008843059,0.27181551949175964,review_anchor
98,212,1,0.07967887176654612,0.07967887176654612,0.07245036345023795,0.007228508316308169,0.5714285714285714,0.65,0.12222874912328321,-0.013956643752971058,0.0,0.010810810810810811,0.01015228426395939,1.0,high,,,,,,,,,1.0997718710034219,0.13597140126773882,0.37808512034099584,0.0636103354283028,0.9027294017692211,0.270809103871977,1,1,0,0,review,C082,1.0,high,3.2311740043181736,1.0,0.0,0.010810810810810811,0.01015228426395939,0.08799299763155184,0.13591691619195856,0.2110997776547227,0.0890049528003673,0.07339004880030253,0.270809103871977,0.21473547798496112,0.0,0.9027294017692211,0.270809103871977,review_anchor
99,368,1,0.09598554887190566,0.09598554887190566,0.09861741069581272,-0.002631861823907053,0.32142857142857145,0.4875,0.09149993070840771,-0.10389754951957575,0.0,0.02702702702702703,0.01015228426395939,1.0,high,,,,,,,,,0.9733124018838308,0.1637986243053926,0.3556356344649675,0.0582840846606764,0.8675979791193081,0.2706267549057134,1,0,0,0,false_positive_risk,,,high,3.030803236609145,1.0,0.0,0.02702702702702703,0.01015228426395939,0.10456183709195757,0.1377287771970405,0.23987200547160092,0.13703217328743922,-0.013703217328745021,0.2706267549057134,0.24400324018533176,0.0,0.8675979791193081,0.2706267549057134,review_anchor
100,63,10,0.08373911295442897,0.2893941100955416,0.08003219852284564,0.0037069144315833415,0.666544656593272,0.41741438356164384,0.9324541064801227,0.07882826838146346,0.19007673374581832,0.07949333539396014,0.01032609090133906,1.0,high,2.0,9.0,8.0,10.0,0.028898419243542944,0.04753558623437861,supervised,"ANOVA,RFERF",1.0463177883402162,0.1429001726165472,0.37006737140743373,0.06139917475032028,0.8925501618306086,0.2697151316019739,1,1,0,0,review,C083,1.0,high,1.6519259970340443,1.0,0.19007673374581832,0.07949333539396014,0.01032609090133906,0.15626609000102976,0.32671337698802105,0.36383189003070043,0.028171501451556603,1.2892741930564466,0.2697151316019739,0.3700980440618972,0.1111111111111111,0.8925501618306086,0.2697151316019739,review_anchor
101,563,8,0.08897019442277182,0.25026346416608597,0.09027563125414383,-0.0013054368313720028,0.6874988171853527,0.556292808219178,-0.06067786583062217,-0.12931901268524487,0.0,0.015079566444925897,0.010379472671926602,1.0,high,,,,,,,,,0.9855394328099801,0.15182697418422342,0.35865555752181905,0.05881375687361946,0.878797507154218,0.2679699590203808,1,0,0,0,false_positive_risk,,,high,1.091994478389702,1.0,0.0,0.015079566444925897,0.010379472671926602,0.12834929461435485,0.22015598159926025,0.2545494232190174,-0.05299157266966185,-0.6668244226486191,0.2679699590203808,0.2589334421523442,0.0,0.878797507154218,0.2679699590203808,review_anchor
102,25,8,0.08547912486847188,0.2616838930732517,0.08698382762254787,-0.001504702754075994,0.6422326308565174,0.5721532534246575,-0.4583760860676217,-0.12912722952802927,0.12092992705866416,0.06985845094199658,0.010379472671926602,1.0,low,1.0,9.0,9.0,9.0,0.009914474729941052,0.009914474729941052,supervised,RFERF,0.9827013504095795,0.1458694899892652,0.35820188109246553,0.058691103046224984,0.8832170254734534,0.2658682834800361,1,0,0,0,false_positive_risk,,,low,-2.4989283721992805,1.0,0.12092992705866416,0.06985845094199658,0.010379472671926602,0.119956750077232,0.25912674488753457,0.2595680837342106,-0.011241642233410398,0.03780002200984345,0.2658682834800361,0.26403853736630944,0.0,0.8832170254734534,0.2658682834800361,review_anchor
103,29,1,0.1256240673939087,0.1256240673939087,0.152635341970921,-0.0270112745770123,0.5357142857142857,0.4875,0.09540560334043487,-0.08489384072208958,0.0,0.032432432432432434,0.01116751269035533,1.0,high,,,,,,,,,0.8230339433303835,0.21437653543275134,0.30013008300148497,0.05149186146861511,0.7950744438312098,0.26559545575039,1,0,0,0,false_positive_risk,,,high,2.1338462227350328,1.0,0.0,0.032432432432432434,0.01116751269035533,0.07144475337246421,0.10421373981830666,0.16663486957994794,0.0,0.03755094717878338,0.26559545575039,0.16950476578302193,0.0,0.7950744438312098,0.26559545575039,review_anchor
104,577,1,0.07988754529667094,0.07988754529667094,0.07849502472092104,0.0013925205757499004,0.7142857142857143,0.7625,-0.09174060491360322,0.041151297254140254,0.0,0.032432432432432434,0.013197969543147208,1.0,low,,,,,,,,,1.0177402399795508,0.13632750109281783,0.36479810144705016,0.060193233161759174,0.8946139446493185,0.26547047196852586,1,1,0,0,review,C084,1.0,low,-0.7716472985833824,1.0,0.0,0.032432432432432434,0.013197969543147208,0.08826073524868705,0.17467771534081616,0.23194322813575072,-0.01347613452395488,-0.5970608726976456,0.26547047196852586,0.2359379081894123,0.0,0.8946139446493185,0.26547047196852586,review_anchor
105,115,6,0.06834371870839873,0.18779982337104012,0.06051016408772858,0.007833554620670142,0.6195634796801125,0.35000000000000003,-0.31084093958479425,-0.17725294315000883,0.0,0.00796632350132837,0.010425360050051083,1.0,low,,,,,,,,,1.1294584924495155,0.11662804699163441,0.3794626526517475,0.06481415281756843,0.9187601058219864,0.26532885573789033,1,1,0,0,review,C085,1.0,low,-2.8354176608049246,1.0,0.0,0.00796632350132837,0.010425360050051083,0.12236638863144887,0.20346514430029342,0.2326679112366431,-0.09490754981704776,-0.41884984305331163,0.26532885573789033,0.23667507226313422,0.0,0.9187601058219864,0.26532885573789033,review_anchor
106,428,8,0.09723286213590085,0.20650686579822713,0.10679849356999394,-0.009565631434093076,0.8286515264911177,0.7470890410958904,-0.06613560457379823,-0.045847633676941606,0.0,0.0010675252054562399,0.011049159724026064,1.0,high,,,,,,,,,0.9104328992447451,0.165927155101137,0.33984925315087733,0.05550724786785518,0.8566141995017806,0.2650885075094671,1,0,0,0,false_positive_risk,,,high,5.446502528282812,1.0,0.0,0.0010675252054562399,0.011049159724026064,0.20489136031304706,0.16975769435203772,0.37489170629622864,0.06080651205559709,-0.04471709803908924,0.2650885075094671,0.3813483398158251,0.0,0.8566141995017806,0.2650885075094671,review_anchor
107,273,6,0.06421683424760556,0.16346759573497205,0.054617886457429494,0.009598947790176065,0.47475527346217,0.21875,0.16284729609004578,-0.0644506098033983,0.0,0.000522466039707419,0.012549601664448294,1.0,low,,,,,,,,,1.1757473313739029,0.10958554939392492,0.38348199152654505,0.06665811984360712,0.9266709753158944,0.26487753871584435,1,1,0,0,review,C086,1.0,low,-2.7966629749038083,1.0,0.0,0.000522466039707419,0.012549601664448294,0.08260735248687055,0.17782252806180474,0.1416697266855165,-0.034192121099710204,0.39028443284318337,0.26487753871584435,0.14410965664573547,0.0,0.9266709753158944,0.26487753871584435,review_anchor
108,295,10,0.057335999126660264,0.16054621079978326,0.04471207954367608,0.01262391958298419,0.6728856199189782,0.35455479452054794,0.6737878393925827,0.05902515865658607,0.054201564376182954,0.06990517257914053,0.01032609090133906,1.0,high,,,,,,,,,1.2823380104844546,0.09784345550448782,0.3903690617452446,0.07075928893079157,0.9399703394401501,0.2643969924555418,1,1,0,0,review,C087,1.0,high,3.730192593377695,1.0,0.054201564376182954,0.06990517257914053,0.01032609090133906,0.14307486355679128,0.3700334114462767,0.3632219580947408,0.11428940733763512,4.0104022817746765,0.2643969924555418,0.3694776074737507,0.0,0.9399703394401501,0.2643969924555418,review_anchor
109,92,8,0.054328875574624326,0.14406700187030674,0.04035209697365716,0.013976778600967167,0.5998830640500155,0.3922945205479452,-0.11820344464112072,-0.10618533876664556,0.026274528210738415,0.01709604126423559,0.010921868481663538,1.0,low,,,,,,,,,1.3463705643375004,0.09271182155824488,0.3934491681697082,0.0731318791627437,0.9458239762290503,0.2643282525296642,1,1,0,0,review,C088,1.0,low,-2.2359999373017234,1.0,0.026274528210738415,0.01709604126423559,0.010921868481663538,0.10150344969622078,0.161656463046344,0.17085668631625311,-0.12205291423806469,-0.39972329412966223,0.2643282525296642,0.17379929344623057,0.0,0.9458239762290503,0.2643282525296642,review_anchor
110,438,1,0.07128696939437863,0.07128696939437863,0.06632686616147701,0.004960103232901622,0.5357142857142857,0.6,0.45046720830023956,0.4495847006616915,0.07142857142857142,0.0,0.01015228426395939,1.0,high,,,,,,,,,1.074782716566556,0.12165068236764068,0.37292055479661,0.06258373686863623,0.9109507027562264,0.26414825703538913,1,1,0,0,review,C089,1.0,high,2.47721823189318,1.0,0.07142857142857142,0.0,0.01015228426395939,0.07954896509113377,0.21353995158471795,0.2377635431997692,-0.03801362699719668,-0.2884414052990263,0.26414825703538913,0.2418584645783409,0.0,0.9109507027562264,0.26414825703538913,review_anchor
