feature,resolved_train_feature,resolved_monitor_feature,baseline_missing_rate,monitor_missing_rate,n_monitor_rows,n_pchart_alarm,n_gchart_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,has_interaction_support,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,mean_tp_missing_rate,mean_fp_missing_rate,mean_tn_missing_rate,mean_missing_tp_tn_gap,mean_missing_tp_fp_gap,overall_missing_rate,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
295,295,295,0.0007980845969672786,0.0031847133757961785,314,1,0,2,5,primary_anchor,raw_feature,0.5388520297513886,primary_anchor,monitor_first,high,3.3825788656664213,0.1230927594378965,0.0297213034776755,0.0926081316316162,1.0,6.0,1.1420498872671572,0.4638679194635786,0.2476840565577767,0.4888447475524901,0.1547788631121964,0.0809645883978301,0.012631673427609,0,weak,0,0,-0.0079351894495936,0.994728420556314,-0.196830247196995,-0.8175889023410311,-0.6956790042066833,-0.4438411127882232,-0.196830247196995,0.091609874150878,0.6887789402003864,5.582721212110228,0.0,2,10,0.4441284882076327,0.4348412698412698,0.4044253104779421,0.4161677520738805,0.1547788631121964,0.0809645883978301,0.012631673427609,0.9,high,6.0,6.0,0.4441284882076327,0.4441284882076327,supervised,RFERF,4.14156665539096,0.1914040040768665,0.7730118146133317,0.2737606722003206,0.950066543496374,0.4582239348044476,1,1,1,1,C005,1.0,0.9,0.122475162442886,4.256411412681595,0.4582239348044476,0.5017201748928243,0.0,0.950066543496374,3.0,1.0,0.9957445677840542,1.0,1.0,1.0,1.0,0.9574456778405412,high,high,10,10,0,0,0,1.0,0,0.5388520297513886,1,2.0,primary_anchor,1463,104,0.3801682080065718,-0.0812265031953856,0.0,0.0038856725603713,0.0027352649030845,-0.0027352649030845,-0.0038856725603713,0.0031847133757961,C005,1.0,Tier_A,1
