n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
10,425.0|468.0|434.0|107.0|59.0|298.0|349.0|58.0|90.0|316.0,8,0.918335985848354,7.993162393162399,62.77785917885279,0.815942158489522,6.41709086513365
