feature,resolved_train_feature,resolved_monitor_feature,n_baseline,n_monitor,center_mean,sigma_train,normal_p01,normal_p99,n_beyond_3sigma,n_ewma_alarm,n_cusum_alarm,list_category,list_subtype,export_rank,n_models,mean_tp_missing_rate,mean_fp_missing_rate,mean_tn_missing_rate,mean_missing_tp_tn_gap,mean_missing_tp_fp_gap,overall_missing_rate,dominant_missing_signal_type,has_missing_signal
566.0,566,566,970,258,2.6240053608247424,1.054336440328056,0.836973,5.768975,0,0,0,auxiliary_diagnostic,missingness,6,2,0.225,0.3397129186602871,0.1582543873272247,0.0667456126727752,-0.114712918660287,0.1783439490445859,fp_risk_missingness,0.0
