feature,resolved_train_feature,resolved_monitor_feature,baseline_missing_rate,monitor_missing_rate,n_monitor_rows,n_pchart_alarm,n_gchart_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,n_corr_companions_095,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,has_interaction_support_y,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
181,181,181,0.0007980845969672786,0.0,314,0,0,7,14,primary_anchor,raw_feature,0.4772533036324354,primary_anchor,monitor_first,low,-1.5471426286682697,0.112550510804644,0.0696782965253483,0.0428722142792956,-0.6943842547262228,0.3675065085148646,0.2299691207541037,0.3663909440618961,0.0,0.0,0.0118577075098814,0,0,0,0.0,129(high) AND 181(low),0.0160064139918673,0.9927236105057808,-0.0822180283626469,-1.6370879812088988,-1.3541769406323247,-0.7271920197515487,-0.0822180283626469,0.6373447919623859,1.641222677879261,2.5039082981982084,0.0,7,1,0.112550510804644,0.875,0.575,-0.5705285394724938,0.0,0.0,0.0118577075098814,1.0,low,1.615287922024603,0.1750112559607886,0.7073502902217,0.1607385027277859,0.8829365545354153,0.4026509454499241,1,1,1,1,C014,1.0,1.0,-0.3159056284353799,-0.6853397105778659,0.4026509454499241,0.3966927452352647,0.0,0.8829365545354153,1.0,1.0,0.9,1.0,1.0,1.0,0.0,1.0,low,low,1,0,0,0,1,1.0,0,0.4772533036324354,1,7.0,primary_anchor,1463,104,-0.1554146449939752,-0.3081783042573984,0.0,C014,1.0,Tier_A,1
