feature,resolved_train_feature,resolved_monitor_feature,n_baseline,n_monitor,center_mean,sigma_train,normal_p01,normal_p99,n_beyond_3sigma,n_ewma_alarm,n_cusum_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,normal_mean,normal_std,normal_median,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,mean_tp_missing_rate,mean_fp_missing_rate,mean_tn_missing_rate,mean_missing_tp_tn_gap,mean_missing_tp_fp_gap,overall_missing_rate,has_interaction_support_y,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
561,561,561,1169,314,31.5518378956373,18.41075451968036,-1.2639324287057805,2.7244401058375343,4,4,9,1,3,primary_anchor,raw_feature,0.5442345550549763,primary_anchor,monitor_first,high,0.7914992694451045,0.2552538343624734,0.1516883145521696,0.1396768279430679,1.0,6.0,0.5980890080659846,0.3169558314497641,0.1647976596782057,0.3052285084359337,0.125,0.0125,0.0114033063096852,0,weak,0,0,14.952380952380953,488(low) AND 561(high),0.0236471856830663,1.022074841389627,-0.1103185547201506,-1.151199528615033,-0.8652677035335877,-0.1103185547201506,0.6701799233980593,1.9023293204223453,0.0,1,3,0.5566459220524498,0.5916666666666667,0.5102870813397129,0.4324124007337581,0.125,0.0125,0.0114033063096852,0.6666666666666666,high,6.0,6.0,0.5566459220524498,0.5566459220524498,supervised,Base,1.6827521296947685,0.3969088529337916,0.8351520648683617,0.164996830781229,0.7451551254308753,0.5168240393333585,1,1,1,1,C003,1.0,0.6666666666666666,-0.2766239513021237,1.3562237330913485,0.5168240393333585,0.341595921441116,0.0,0.7451551254308753,2.0,0.5,0.6995608108108109,0.5,1.0,1.0,0.0,0.9912162162162164,high,high,3,1,0,0,2,0.6666666666666666,0,0.5442345550549763,1,1.0,primary_anchor,1463,104,0.1314121547652036,-0.0413451007354402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C003,1.0,Tier_A,1
295,295,295,1170,313,241.92536299145297,259.01134306085703,-0.8175889023410311,5.582721212110228,15,17,57,2,5,primary_anchor,raw_feature,0.5388520297513886,primary_anchor,monitor_first,high,3.3825788656664213,0.1230927594378965,0.0297213034776755,0.0926081316316162,1.0,6.0,1.1420498872671572,0.4638679194635786,0.2476840565577767,0.4888447475524901,0.1547788631121964,0.0809645883978301,0.012631673427609,0,weak,0,0,,,-0.0079351894495936,0.994728420556314,-0.196830247196995,-0.6956790042066833,-0.4438411127882232,-0.196830247196995,0.091609874150878,0.6887789402003864,0.0,2,10,0.4441284882076327,0.4348412698412698,0.4044253104779421,0.4161677520738805,0.1547788631121964,0.0809645883978301,0.012631673427609,0.9,high,6.0,6.0,0.4441284882076327,0.4441284882076327,supervised,RFERF,4.14156665539096,0.1914040040768665,0.7730118146133317,0.2737606722003206,0.950066543496374,0.4582239348044476,1,1,1,1,C005,1.0,0.9,0.122475162442886,4.256411412681595,0.4582239348044476,0.5017201748928243,0.0,0.950066543496374,3.0,1.0,0.9957445677840542,1.0,1.0,1.0,1.0,0.9574456778405412,high,high,10,10,0,0,0,1.0,0,0.5388520297513886,1,2.0,primary_anchor,1463,104,0.3801682080065718,-0.0812265031953856,0.0,0.0038856725603713,0.0027352649030845,-0.0027352649030845,-0.0038856725603713,0.0031847133757961,,C005,1.0,Tier_A,1
441,441,441,1169,314,0.7979251497005988,0.18480716305824285,-2.15957758769192,2.043341526827339,0,0,0,3,7,primary_anchor,raw_feature,0.5105365672743891,primary_anchor,monitor_first,high,2.0079045194501366,0.1608934356150248,0.1060023698915461,0.0548910657234787,,,0.666944316872653,0.2508701859056161,0.1725987323256947,0.1907974675111747,0.125,0.025,0.0118577075098814,0,,0,0,7.476190476190476,441(high) AND 488(low),0.0011189846674685,0.9786007135339542,0.0394248513379855,-1.7259941187240442,-0.6465910204529672,0.0394248513379855,0.6814928313423305,1.5829605628676289,0.0,3,1,0.1608934356150248,0.75,0.6,0.417498854759621,0.125,0.025,0.0118577075098814,1.0,high,,,,,,,1.517828665336815,0.250182447343188,0.7232176180860126,0.154388826033278,0.8219100743600778,0.4301070370057423,1,1,1,1,C007,1.0,1.0,-0.1516738216537808,-0.1939066737609074,0.4301070370057423,0.2695670312409041,0.0,0.8219100743600778,1.0,1.0,0.9663039054633876,1.0,1.0,0.9852156218535508,0.7,1.0,high,high,1,0,0,0,1,1.0,0,0.5105365672743891,1,3.0,primary_anchor,1463,104,0.132901728579693,0.0463922000358622,,,,,,,0.0,C007,1.0,Tier_A,1
21,21,21,1170,313,-5639.654487179487,596.4878278163402,-1.582587425031982,4.036777406865437,5,12,38,4,8,primary_anchor,raw_feature,0.5002060446544758,primary_anchor,monitor_first,high,2.2500817798960253,0.1136723676462813,0.0426325632706187,0.0701643983274402,1.0,5.0,0.6891301727174828,0.5708388754626619,0.3253697383390216,0.3882204658087488,0.0704449871116537,0.0711001718012216,0.012631673427609,0,weak,0,0,7.476190476190476,21(high) AND 38(high),-0.023718833895531,0.9367010619217198,0.1457148728810387,-1.3558447784748269,-0.5500615396834487,0.1457148728810387,0.4103781227851039,0.844646734028585,0.0,4,10,0.530319598274079,0.7702533577533577,0.4294032001926739,0.403392271340603,0.0704449871116537,0.0711001718012216,0.012631673427609,0.9,high,5.0,5.0,0.530319598274079,0.530319598274079,supervised,RFERF,2.6663273077136624,0.1767556956213418,0.743381522859546,0.2172202302091178,0.9283749030283776,0.4299982714510618,1,1,1,1,C008,1.0,0.9,0.2559857663006533,-0.0258746783810825,0.4299982714510618,0.6183112920836581,0.0,0.9283749030283776,8.0,0.875,0.898050092807155,0.875,0.8966464304343951,1.0,0.8818027210884354,0.962637109752207,high,high,10,6,1,0,3,0.6,0,0.5002060446544758,1,4.0,primary_anchor,1463,104,0.4054892965311433,0.2739049715678064,0.0,0.0038856725603713,0.0027352649030845,-0.0027352649030845,-0.0038856725603713,0.0031847133757961,0.0,C008,1.0,Tier_A,1
460,460,460,1169,314,28.889906501283143,13.446171624001312,-1.416242681757859,2.9309704109928227,3,3,4,5,9,primary_anchor,raw_feature,0.4962105911087539,primary_anchor,monitor_first,high,2.112099207476428,0.0993447775618366,0.0364932545833471,0.076356849077671,1.0,3.0,0.2735137044972243,0.4198737367744624,0.2320819112627986,0.4301119016623501,0.0884353741496598,0.0039682539682539,0.0123087922741241,0,weak,0,0,14.952380952380953,460(high) AND 81(high),-0.0061394703550801,0.9844242651999096,-0.2222880349132067,-1.1561657159066774,-0.6776834338200712,-0.2222880349132067,0.4525950240881277,1.817564753647256,0.0,5,8,0.6743975786644713,0.5494543650793651,0.3913405673274094,0.421621301004888,0.0884353741496598,0.0039682539682539,0.0123087922741241,0.875,high,3.0,3.0,0.6743975786644713,0.6743975786644713,supervised,Base,2.7222778208214464,0.1544769025919409,0.7515568170458367,0.2197524848250499,0.9386892858927924,0.4250772317048166,1,1,1,1,C009,1.0,0.875,0.3319217540564806,1.2559080271601264,0.4250772317048166,0.4537694871410418,0.0,0.9386892858927924,4.0,0.75,0.8992996277310648,0.75,1.0,0.9971985109242592,0.75,1.0,high,high,8,6,0,1,1,0.75,0,0.4962105911087539,1,5.0,primary_anchor,1463,104,0.2349470749146201,-0.0964267576305245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C009,1.0,Tier_A,1
488,488,488,1152,308,355.10807335069444,251.01459678319128,-1.395282106447686,2.394070833639874,0,0,0,6,15,primary_anchor,raw_feature,0.4819703616398008,primary_anchor,monitor_first,low,-0.346240068041824,0.0866312152743914,0.0355701873220278,0.0429151878332849,1.0,9.0,-0.2833574987381887,0.2037854655711425,0.152120916626036,0.2103956902357359,0.2912131519274376,0.0744547720768392,0.1062123377059276,0,weak,0,0,14.952380952380953,488(low) AND 561(high),0.0116054643168231,0.9894190904408258,-0.0061666684153346,-1.395282106447686,-0.7761973220191118,-0.0061666684153346,0.6229087621581202,1.84689764053197,0.0,6,8,0.2157808492351711,0.4569444444444444,0.3463056710589605,-0.4585008162727098,0.2912131519274376,0.0744547720768392,0.1062123377059276,0.875,low,9.0,9.0,0.2157808492351711,0.2157808492351711,supervised,RFEXGB,2.4355006761727838,0.1347078541197976,0.7074070240513683,0.2063478102511275,0.940240090654018,0.4013988199789569,1,1,1,1,C015,1.0,0.875,0.031131122402246,-0.3869489797704724,0.4013988199789569,0.2182478661914556,0.0,0.940240090654018,2.0,1.0,0.9385424310512496,1.0,0.9394230499268968,0.8147466742781013,1.0,1.0,low,low,8,6,0,0,2,0.75,0,0.4819703616398008,1,6.0,primary_anchor,1463,104,-0.1687222017096811,-0.1549038784922443,0.0,0.0277002028881728,0.0209749470545857,-0.0209749470545857,-0.0277002028881728,0.019108280254777,0.0,C015,1.0,Tier_A,1
181,181,181,1169,314,0.5476142001710864,0.22998692823983757,-1.6370879812088988,2.5039082981982084,1,0,3,7,14,primary_anchor,raw_feature,0.4772533036324354,primary_anchor,monitor_first,low,-1.5471426286682697,0.112550510804644,0.0696782965253483,0.0428722142792956,,,-0.6943842547262228,0.3675065085148646,0.2299691207541037,0.3663909440618961,0.0,0.0,0.0118577075098814,0,,0,0,0.0,129(high) AND 181(low),0.0160064139918673,0.9927236105057808,-0.0822180283626469,-1.3541769406323247,-0.7271920197515487,-0.0822180283626469,0.6373447919623859,1.641222677879261,0.0,7,1,0.112550510804644,0.875,0.575,-0.5705285394724938,0.0,0.0,0.0118577075098814,1.0,low,,,,,,,1.615287922024603,0.1750112559607886,0.7073502902217,0.1607385027277859,0.8829365545354153,0.4026509454499241,1,1,1,1,C014,1.0,1.0,-0.3159056284353799,-0.6853397105778659,0.4026509454499241,0.3966927452352647,0.0,0.8829365545354153,1.0,1.0,0.9,1.0,1.0,1.0,0.0,1.0,low,low,1,0,0,0,1,1.0,0,0.4772533036324354,1,7.0,primary_anchor,1463,104,-0.1554146449939752,-0.3081783042573984,,,,,,,0.0,C014,1.0,Tier_A,1
582,582,582,1169,314,0.5000793840889649,0.0032969232695023924,-2.2938606681182656,2.341434834756912,1,1,3,8,10,primary_anchor,raw_feature,0.4727657939360135,primary_anchor,monitor_first,low,-0.2702600339119027,0.1452697325938461,0.0924380373969788,0.0422873228103692,4.0,7.5,0.2287551298998712,0.2664876933176742,0.1761742239557939,0.2701343832291308,0.0592016008682675,0.0208645159959188,0.012631673427609,0,weak,0,0,4.984126984126984,485(low) AND 582(high),-0.0255246688778459,1.010959583487391,-0.0119429441999272,-1.6633307707197795,-0.6724980748078616,-0.0119429441999272,0.648612186408007,1.60941964911046,0.0,8,10,0.399832897859871,0.6418589743589743,0.4582602706944813,0.1067046122112266,0.0592016008682675,0.0208645159959188,0.012631673427609,0.9,low,6.0,9.0,0.1671714768826888,0.3477292994452026,supervised,"ANOVA,RFERF,RFEXGB",1.5715363143202563,0.2258882538388967,0.7065781145487086,0.1579177810336288,0.8446989135887121,0.4183821834657682,1,1,1,1,C010,1.0,0.9,0.0600504664188969,0.3362826119458584,0.4183821834657682,0.2865890595092463,0.3333333333333333,0.8446989135887121,5.0,0.6,0.7809395866007367,0.6,0.9868724552159852,0.782484592927991,1.0,0.9825040570592832,high,high,10,7,0,0,3,0.7,0,0.4727657939360135,1,8.0,primary_anchor,1463,104,0.1670536383948843,0.2582841546851428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C010,1.0,Tier_A,1
