feature,resolved_train_feature,resolved_monitor_feature,n_baseline,n_monitor,center_mean,sigma_train,normal_p01,normal_p99,n_beyond_3sigma,n_ewma_alarm,n_cusum_alarm,list_category,list_subtype,export_rank,n_models,mean_pos_mean,mean_neg_mean,mean_pos_median,mean_neg_median,mean_mean_gap,mean_median_gap,mean_p95_gap,mean_ks_stat,max_ks_stat,mean_wasserstein_distance,mean_distribution_sep_score
434.0,434,434,1170,313,13.37290188034188,27.977118237047723,2.4053989999999996,201.79281699999984,9,16,45,auxiliary_diagnostic,distribution_separation,3,3,0.236143960289754,0.0206281298091964,-0.0212247543784778,-0.1284687468006051,0.2155158304805576,0.1072439924221273,0.1298934630898842,0.4755403868031854,0.4755403868031854,0.2548088687844284,0.6680762492768558
