n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
10,59|64|129|582|122|130|348|56|103|14,8,0.9337529160822127,7.993162393162396,35.75885723458614,0.661904624785413,14.313870464555054
