feature,resolved_train_feature,resolved_monitor_feature,baseline_missing_rate,monitor_missing_rate,n_monitor_rows,n_pchart_alarm,n_gchart_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,appeared_in_topn_models,avg_rank,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,dominant_missing_signal_type,n_corr_companions_095,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,normal_mean,normal_std,normal_median,normal_p01,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_p99,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,best_rank,worst_rank,avg_mean_positive_shap,max_mean_positive_shap,appeared_categories,appeared_feature_sets,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,mean_tp_missing_rate,mean_fp_missing_rate,mean_tn_missing_rate,mean_missing_tp_tn_gap,mean_missing_tp_fp_gap,overall_missing_rate,has_interaction_support_y,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
561,561,561,0.0007980845969672786,0.0,314,0,0,1,3,primary_anchor,raw_feature,0.5442345550549763,primary_anchor,monitor_first,high,0.7914992694451045,0.2552538343624734,0.1516883145521696,0.1396768279430679,1.0,6.0,0.5980890080659846,0.3169558314497641,0.1647976596782057,0.3052285084359337,0.125,0.0125,0.0114033063096852,0,weak,0,0,14.952380952380953,488(low) AND 561(high),0.0236471856830663,1.022074841389627,-0.1103185547201506,-1.2639324287057805,-1.151199528615033,-0.8652677035335877,-0.1103185547201506,0.6701799233980593,1.9023293204223453,2.7244401058375343,0.0,1,3,0.5566459220524498,0.5916666666666667,0.5102870813397129,0.4324124007337581,0.125,0.0125,0.0114033063096852,0.6666666666666666,high,6.0,6.0,0.5566459220524498,0.5566459220524498,supervised,Base,1.6827521296947685,0.3969088529337916,0.8351520648683617,0.164996830781229,0.7451551254308753,0.5168240393333585,1,1,1,1,C003,1.0,0.6666666666666666,-0.2766239513021237,1.3562237330913485,0.5168240393333585,0.341595921441116,0.0,0.7451551254308753,2.0,0.5,0.6995608108108109,0.5,1.0,1.0,0.0,0.9912162162162164,high,high,3,1,0,0,2,0.6666666666666666,0,0.5442345550549763,1,1.0,primary_anchor,1463,104,0.1314121547652036,-0.0413451007354402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C003,1.0,Tier_A,1
