n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
10,173|183|525|58|88|310|295|298|511|434,8,0.9445995516668098,7.993162393162396,71.1698444045556,0.5535309752264905,10.009175354910067
