n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
2,59|485,2,1.0,1.9982905982905974,29.480887284157742,7.608351548124506e-32,1.2865169065369289e-30
