feature,resolved_train_feature,resolved_monitor_feature,n_baseline,n_monitor,center_mean,sigma_train,normal_p01,normal_p99,n_beyond_3sigma,n_ewma_alarm,n_cusum_alarm,spc_export_rank,anchor_rank,monitor_tier,source_type,overall_anchor_score,anchor_recommendation,recommendation,dominant_monitor_direction_all,mean_suggested_threshold,mean_tp_mean_positive_shap,mean_fp_mean_positive_shap,mean_tp_fp_shap_gap,mean_tp_vs_tn_smd,mean_distribution_sep_score,mean_ks_stat,mean_wasserstein_distance,mean_tp_trigger_rate_all,mean_fp_trigger_rate_all,mean_tn_trigger_rate_all,has_missing_signal,n_corr_companions_095,has_interaction_support,best_pair_precision_lift,top_pair_rule_desc,normal_mean,normal_std,normal_median,normal_p05,normal_p25,normal_p50,normal_p75,normal_p95,normal_missing_rate,validated_anchor_rank,n_models_x,max_tp_mean_positive_shap,mean_tp_positive_push_rate,mean_fp_positive_push_rate,mean_tp_vs_fp_smd,avg_tp_trigger_rate,avg_fp_trigger_rate,avg_tn_trigger_rate,fp_evidence_coverage,dominant_monitor_direction,tp_fp_ratio,score_tp_shap,score_gap,score_ratio,score_fp_penalty,final_candidate_score,tp_signal_available,gap_positive,ratio_pass,tp_fp_priority_candidate,redundancy_cluster_x,cluster_size_x,threshold_defined_rate,mean_median_gap,mean_p95_gap,score_model_signal,score_distribution_sep,score_stability_anchor,score_fp_penalty_anchor,n_models_y,direction_consistent_rate,mean_split_validation_score,validation_pass_rate,mean_smd_retention_score,mean_distribution_retention_score,mean_tp_trigger_retention_score,mean_fp_robustness_score,dominant_train_direction,dominant_test_direction,n_models,n_drop,n_false_positive_risk,n_monitor_first,n_review,recommendation_consistency_score,has_interaction_support_x,validated_anchor_score,split_hard_gate_pass,primary_pool_rank,final_anchor_recommendation,normal_n,anomaly_n,anomaly_mean,anomaly_median,has_interaction_support_y,redundancy_cluster_y,cluster_size_y,spc_selection_tier,spc_export_selected
441,441,441,1169,314,0.7979251497005988,0.18480716305824285,-2.15957758769192,2.043341526827339,0,0,0,3,7,primary_anchor,raw_feature,0.5105365672743891,primary_anchor,monitor_first,high,2.0079045194501366,0.1608934356150248,0.1060023698915461,0.0548910657234787,0.666944316872653,0.2508701859056161,0.1725987323256947,0.1907974675111747,0.125,0.025,0.0118577075098814,0,0,0,7.476190476190476,441(high) AND 488(low),0.0011189846674685,0.9786007135339542,0.0394248513379855,-1.7259941187240442,-0.6465910204529672,0.0394248513379855,0.6814928313423305,1.5829605628676289,0.0,3,1,0.1608934356150248,0.75,0.6,0.417498854759621,0.125,0.025,0.0118577075098814,1.0,high,1.517828665336815,0.250182447343188,0.7232176180860126,0.154388826033278,0.8219100743600778,0.4301070370057423,1,1,1,1,C007,1.0,1.0,-0.1516738216537808,-0.1939066737609074,0.4301070370057423,0.2695670312409041,0.0,0.8219100743600778,1.0,1.0,0.9663039054633876,1.0,1.0,0.9852156218535508,0.7,1.0,high,high,1,0,0,0,1,1.0,0,0.5105365672743891,1,3.0,primary_anchor,1463,104,0.132901728579693,0.0463922000358622,0.0,C007,1.0,Tier_A,1
