n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
10,59|64|129|56|103|582|14|122|130|63,8,0.9597841464525398,7.993162393162389,72.09991106585109,0.40181481023060467,1.9562019139202076
