n_features,mean_score,std_score
121,0.23717659029442678,0.08135696214436339
122,0.249447494889453,0.07385193649453842
123,0.24142347059653915,0.07234095598720985
124,0.2451322617301866,0.08296688250964997
125,0.255858043447748,0.06700114169814039
126,0.2416066665060892,0.08147146347914923
127,0.2575663143572524,0.09677176099654454
128,0.23779563310880408,0.07513808869610684
129,0.23482185570094663,0.0705762211031401
130,0.23773814334882798,0.07011480760441433
131,0.22707557944559978,0.06172271911333577
132,0.2377615605115031,0.07674831681962185
133,0.2472450389943437,0.07597645064531905
134,0.24766174352188494,0.07540740896635767
135,0.22286309024145287,0.07455671236583007
136,0.23734503331606302,0.0638049368268002
137,0.22450486188209914,0.06868638187706891
138,0.2370579745554196,0.07817203513362339
139,0.23189601273516924,0.06839365983159508
140,0.21169320827270907,0.04940854382524204
141,0.23855898807198125,0.06530996603441516
142,0.2313825928036637,0.08493732644274136
143,0.2235751842902592,0.06548282872943917
144,0.23429839510117753,0.06273744571782289
145,0.23804340564053592,0.06340832952349801
146,0.23470372036490916,0.06457680846170888
147,0.23207887296953178,0.06572656655849636
148,0.2242700611637604,0.06246245304940817
149,0.23384481817673913,0.07556176533165714
150,0.24207555533370706,0.05530480768883243
151,0.22624710279795637,0.057412237438540695
152,0.23340337003685754,0.0675936449809306
153,0.23140766345879413,0.055345825409202465
154,0.22419071390934145,0.05720562013025086
155,0.23175003974828182,0.05998357778748981
156,0.2404057754795848,0.053858196227370904
157,0.24658744885087452,0.06635309088167064
158,0.2346609423902716,0.05451542649693426
159,0.22604256721185031,0.048200023211584765
160,0.23808812048792025,0.04632046031625137
161,0.22774594653639307,0.05971520438857539
162,0.21498998503247718,0.06806075471638054
163,0.2457309976924064,0.052742189104013466
164,0.23470413898462966,0.07932631138241306
165,0.23085849514755613,0.06437480519211891
166,0.23473491132244345,0.06561011303097068
167,0.23378625516308657,0.0735438281203591
168,0.23448628112554237,0.055577906811644005
169,0.2419184133566447,0.08033507847415712
170,0.22572913809081516,0.061447596189589615
171,0.2460709872522507,0.07579499051330804
172,0.25112779467767066,0.08297077807221512
173,0.24037635209113478,0.06075571693971408
174,0.23754660181484016,0.07709526352780065
175,0.23541771987408205,0.06185411637013315
