n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
10,552.0|563.0|551.0|547.0|553.0|566.0|103.0|115.0|116.0|14.0,9,0.9715351465814348,8.992307692307689,98.03740419434672,0.28440524484019153,2.520624977200375
