n_features,features,n_components,explained_variance_sum,PCA_T2_CL,PCA_T2_UCL,PCA_SPE_CL,PCA_SPE_UCL
8,561|295|441|21|460|488|181|582,7,0.919071401998741,6.9940170940170905,34.63969897510586,0.6468754260750209,4.172162872766315
